BlockID;TrialID;Config;DistanceFinal;PositionTargetX;PositionTargetY;PositionTargetZ;PositionFinalX;PositionFinalY;PositionFinalZ;RotationTarget;RotationFinal
0;0;1;2.1041;0.8856;-0.6145;-2.3797;0.9724;0.9380;-0.9622;74.54781;74.54781
0;1;3;3.1034;-2.8710;0.8752;-0.3948;-1.7572;-0.7761;1.9850;148.5086;148.5086
0;2;5;2.6885;-1.4058;-0.4129;-0.6229;0.4273;1.4000;-1.3850;115.4505;115.4505
0;3;4;0.3637;2.5992;-1.2567;2.9413;2.6837;-0.9089;2.8769;332.9791;332.9791
0;4;2;0.2755;0.5161;-0.5840;1.6530;0.3935;-0.5866;1.8997;213.8022;213.8022
0;5;0;0.2863;1.8080;-0.7566;-0.1028;1.8330;-0.4909;0.0009;342.4249;342.4249
0;6;6;0.3078;0.2521;-0.7835;-2.7201;0.1943;-1.0545;-2.5860;246.3497;246.3497
1;7;1;0.1990;-0.2411;-1.2831;3.3796;-0.4068;-1.3922;3.3942;50.15503;50.15503
1;8;6;0.2630;2.7609;1.1487;2.0760;2.8615;1.0615;2.3028;327.323;327.323
1;9;3;0.2805;-0.6183;-0.1978;2.1075;-0.6974;0.0575;2.1924;274.2322;274.2322
1;10;0;7.0518;2.8283;-1.2677;-2.2343;-2.7898;0.7606;1.5142;248.2958;248.2958
1;11;2;2.3999;0.1752;1.0366;-2.7133;-1.6419;1.1439;-1.1491;88.05637;88.05637
1;12;5;0.8719;-1.6512;0.1326;1.7991;-1.7318;-0.1465;2.6212;269.5755;269.5755
1;13;4;0.2483;0.4690;-0.4845;0.0136;0.2389;-0.4202;-0.0543;260.1109;260.1109
2;14;4;0.2508;-0.0304;1.3316;3.1145;-0.2453;1.3316;3.2438;37.2364;37.2364
2;15;2;5.5046;-0.8468;-1.3750;1.8222;0.1593;-0.3935;-3.5000;115.0707;115.0707
2;16;6;0.4502;-1.9470;-0.8702;2.0866;-2.2871;-1.1038;2.2667;228.2659;228.2659
2;17;5;3.9106;-0.3515;1.2095;1.6548;-0.4509;-0.0003;-2.0626;32.05442;32.05442
2;18;1;3.3406;-0.8764;1.1717;0.7800;1.2191;-0.1908;2.9963;296.7452;296.7452
2;19;3;0.1521;-1.8928;0.7397;-2.9328;-1.9427;0.6569;-2.8154;285.7264;285.7264
2;20;0;2.0487;-1.7096;-0.2064;2.5570;-0.5803;1.3590;3.2436;347.291;347.291
