BlockID;TrialID;Config;StopWatch;AccDistance;AccAngle
0;0;1;4.46986;2.699936;0
0;1;6;1.959877;0.6732301;0
0;2;0;3.177715;0.5722023;0
0;3;5;1.92337;0.7649862;0
0;4;4;2.547836;1.04606;0
0;5;3;2.09491;0.7032602;0
0;6;2;2.717159;1.297888;0
1;7;5;3.10947;1.134353;0
1;8;1;2.219193;0.8163974;0
1;9;0;1.996387;0.8417323;0
1;10;2;2.19553;0.7287798;0
1;11;4;2.466888;1.060319;0
1;12;3;2.418709;1.313073;0
1;13;6;2.178162;1.19695;0
2;14;5;1.899933;0.8982567;0
2;15;2;2.241432;0.9592111;0
2;16;4;1.938446;0.8488213;0
2;17;0;1.274925;0.3734836;0
2;18;3;2.883392;0.7155999;0
2;19;1;1.966324;1.047122;0
2;20;6;2.322693;0.8779894;0
