BlockID;TrialID;Config;StopWatch
0;0;0;0.9892082
0;1;1;0.6031914
0;2;2;4.197994
1;3;1;0.8002014
1;4;2;1.161613
1;5;0;0.8649101
2;6;1;0.7532845
2;7;0;0.8333168
2;8;2;1.54427
3;9;2;1.306744
3;10;0;1.317081
3;11;1;0.9761772
4;12;0;0.863018
4;13;2;0.6296654
4;14;1;1.079769
5;15;1;0.7509308
5;16;2;0.6645813
5;17;0;0.632843
6;18;0;1.044983
6;19;2;1.243759
6;20;1;1.046631
7;21;1;0.7175446
7;22;0;0.9054718
7;23;2;1.604057
8;24;0;0.6440048
8;25;1;0.9706879
8;26;2;2.436455
9;27;0;0.5369797
9;28;2;0.8889999
9;29;1;1.153343
10;30;2;0.8097153
10;31;1;1.122307
10;32;0;0.6350327
11;33;0;1.508896
11;34;2;2.461731
11;35;1;0.8303299
12;36;0;0.792778
12;37;2;1.083694
12;38;1;0.8904877
13;39;0;0.6552353
13;40;1;0.8097687
13;41;2;1.883507
14;42;2;1.244057
14;43;1;0.6961823
14;44;0;0.8532791
15;45;1;0.7062759
15;46;0;0.6541138
15;47;2;1.182281
16;48;1;0.8698044
16;49;0;1.696381
16;50;2;0.4433136
17;51;1;0.8348999
17;52;0;0.9510727
17;53;2;0.7563248
18;54;1;0.6702652
18;55;0;0.5452728
18;56;2;0.6640549
19;57;0;0.6878891
19;58;1;0.8052979
19;59;2;1.229836
