BlockID;TrialID;Config;DistanceFinal;PositionTargetX;PositionTargetY;PositionTargetZ;PositionFinalX;PositionFinalY;PositionFinalZ;RotationTarget;RotationFinal
0;0;1;1.1884;1.1380;0.5973;-1.8473;1.5887;-0.4961;-1.9632;155.9678;155.9678
0;1;6;1.0328;1.3491;-1.0861;-0.2846;2.1124;-0.7411;-0.8888;164.7132;164.7132
0;2;0;2.5880;-1.2558;-0.7489;1.7626;-1.4843;1.0431;3.6158;355.6773;355.6773
0;3;5;0.4919;0.9235;0.3445;0.9764;1.1546;-0.0769;0.8715;131.2697;131.2697
0;4;4;0.3122;0.0728;-0.5849;-3.4745;0.2479;-0.7185;-3.6957;198.5061;198.5061
0;5;3;5.4556;2.6513;-0.2108;3.0173;-2.2231;-1.2080;0.7789;356.673;356.673
0;6;2;3.0946;0.6037;0.6588;-2.1817;-2.4020;0.0344;-1.7915;182.9798;182.9798
1;7;5;6.4917;0.4035;1.0439;3.2543;2.4530;1.7071;-2.8696;195.5022;195.5022
1;8;1;2.0419;0.1571;0.9061;1.2557;-0.7264;0.3589;-0.5019;229.782;229.782
1;9;0;0.3645;-2.4238;0.9929;2.5611;-2.3167;1.3169;2.6894;193.3122;193.3122
1;10;2;0.4189;-2.7906;-0.2210;2.3348;-3.1544;-0.4222;2.2831;266.689;266.689
1;11;4;0.6591;-0.4960;0.4658;-2.1566;-0.3150;1.0735;-1.9765;228.815;228.815
1;12;3;2.6238;0.7117;0.9382;-1.4844;-0.1332;-1.5377;-1.6860;106.6063;106.6063
1;13;6;0.2606;1.3196;-1.1313;-2.4947;1.2658;-1.2307;-2.7295;246.0788;246.0788
2;14;5;0.3899;1.9794;0.1520;-3.2928;1.7134;-0.0656;-3.4769;211.2028;211.2028
2;15;2;0.1415;-1.1354;0.8327;-2.8364;-1.2442;0.9184;-2.8657;145.002;145.002
2;16;4;0.1120;-1.8210;-0.6688;0.1291;-1.7091;-0.6671;0.1342;234.7314;234.7314
2;17;0;2.9932;-0.6813;0.8896;-1.4147;1.5936;0.8242;-3.3589;89.78997;89.78997
2;18;3;4.7914;1.1328;-0.7729;-3.0756;1.3293;1.0690;1.3433;327.7699;327.7699
2;19;1;0.3418;-0.0961;-0.7773;-0.9079;0.1528;-0.9304;-0.7305;127.8283;127.8283
2;20;6;3.5338;1.2997;0.1204;-1.9904;2.3630;0.7840;1.3138;38.03445;38.03445
