BlockID;TrialID;Config;StopWatch;AccDistance;AccAngle
0;0;1;3.495106;1.253236;0
0;1;3;2.342025;0.4708541;0
0;2;5;1.613237;0.433585;0
0;3;4;2.272242;0.6492433;0
0;4;2;1.97143;0.5441202;0
0;5;0;2.768204;0.709527;0
0;6;6;2.489706;0.6738036;0
1;7;1;2.003344;0.4362643;0
1;8;6;2.064119;0.5850778;0
1;9;3;1.959253;0.4883089;0
1;10;0;1.941551;0.5909032;0
1;11;2;2.151081;0.778779;0
1;12;5;1.674747;0.6261958;0
1;13;4;3.207569;0.7885627;0
2;14;4;1.661957;0.3073908;0
2;15;2;1.909023;0.3995851;0
2;16;6;2.477722;0.614813;0
2;17;5;2.795704;0.7960559;0
2;18;1;2.239967;0.4986444;0
2;19;3;2.192581;0.5170916;0
2;20;0;1.745316;0.3316702;0
