BlockID;TrialID;Config;StopWatch;AccDistance;AccAngle
0;0;5;1,48735;1,500032E-06;0
0;1;1;1,397703;1,16351E-06;0
0;2;6;0,4778986;2,793967E-09;0
0;3;3;0,3654122;2,384185E-07;0
0;4;4;0,4435029;7,889308E-08;0
0;5;2;0,3879399;0;0
0;6;0;1,07378;9,428406E-07;0
1;7;4;0,4794321;4,289192E-07;0
1;8;0;0,3797598;2,384185E-07;0
BlockID;TrialID;Config;StopWatch;AccDistance;AccAngle
0;0;1;1,121915;4,03266E-07;0
0;1;0;1,076171;6,762531E-07;0
0;2;6;0,9997196;3,657803E-07;0
0;3;2;1,420544;1,311249E-06;0
0;4;5;1,462177;1,490116E-09;0
0;5;3;0,7885685;5,666638E-07;0
0;6;4;0,7090712;6,471859E-07;0
1;7;6;3,757387;2,541136E-06;0
1;8;5;1,112692;0;0
1;9;0;0,4410858;1,676267E-07;0
1;10;4;0,3328552;1,312116E-07;0
1;11;2;0,3612404;3,449069E-07;0
1;12;3;0,7858791;3,337858E-07;0
1;13;1;0,5725784;4,268194E-07;0
2;14;5;1,897451;1,064392E-06;0
2;15;4;0,4561062;0;0
2;16;1;0,3029327;2,6656E-07;0
2;17;2;0,296423;9,295485E-08;0
2;18;3;0,3008976;0;0
2;19;6;0,6527615;6,471859E-07;0
