BlockID;TrialID;Config;StopWatch;AccDistance;AccAngle
0;0;1;0,6158793;4,798078E-07;0
0;1;5;0,5527413;4,264959E-07;0
0;2;6;0,6190977;0;0
0;3;5;1,341722;1,702257E-07;0
0;4;2;0,6322923;7,057312E-07;0
0;5;5;1,511264;8,344644E-08;0
0;6;3;0,61625;5,864318E-07;0
0;7;5;3,702299;8,523446E-07;0
0;8;5;1,060352;4,597184E-07;0
0;9;0;0,4879017;1,956726E-07;0
0;10;4;0,7670135;7,833665E-07;0
1;11;4;1,26437;6,130875E-07;0
1;12;3;0,4480362;4,841971E-08;0
1;13;5;0,3350601;1,367585E-07;0
1;14;6;0,4353333;0;0
1;15;1;0,1579304;6,809037E-08;0
1;16;2;0,4574375;1,027349E-07;0
1;17;0;0,4931374;2,007149E-07;0
2;18;0;2,168133;1,907421E-06;0
2;19;4;0,9431534;1,490115E-07;0
2;20;3;8,808825;3,945799E-06;0
