BlockID;TrialID;Config;StopWatch;AccDistance;AccAngle
0;0;3;0,888059;9,337649E-07;0
0;1;2;0,5741103;5,596104E-07;0
0;2;6;0,5624261;0;0
0;3;4;0,5469255;3,436542E-08;0
0;4;1;0,5564761;1,884096E-07;0
0;5;1;0,8718662;3,95214E-07;0
0;6;1;0,9972849;1,358837E-06;0
0;7;0;0,6220894;2,153429E-07;0
0;8;5;1,02844;4,79651E-07;0
1;9;4;0,6851292;8,559471E-08;0
1;10;3;1,149574;1,146394E-06;0
1;11;2;0,6857109;5,960461E-07;0
1;12;1;0,6477032;2,622603E-07;0
1;13;6;0,2509384;3,576605E-08;0
1;14;5;0,2553616;8,344649E-08;0
1;15;0;0,08941841;4,915689E-08;0
