BlockID;TrialID;Config;StopWatch;AccDistance;AccAngle
0;0;4;6,46137;1,078839E-06;0
BlockID;TrialID;Config;StopWatch;AccDistance;AccAngle
0;0;3;0,9268134;2,026557E-07;0
0;1;2;0,6721697;4,768369E-07;0
0;2;0;0,6055264;5,331199E-07;0
0;3;6;0,4680419;2,884026E-07;0
0;4;4;0,5262246;2,080969E-07;0
0;5;1;0,3875031;3,099744E-07;0
0;6;5;0,3342814;2,703318E-07;0
1;7;2;0,3606176;0;0
1;8;3;0,9449639;1,439704E-07;0
1;9;5;0,5396938;3,949698E-07;0
1;10;6;0,3344898;5,611307E-08;0
1;11;4;0,3729811;7,748602E-08;0
1;12;1;0,2637424;1,136855E-07;0
1;13;0;0,3396864;0;0
2;14;0;0,3934507;0;0
2;15;1;0,3378716;1,311302E-07;0
2;16;4;0,4077215;3,157749E-07;0
2;17;2;0,3405046;2,637279E-07;0
2;18;6;0,3477497;1,233633E-07;0
2;19;3;0,3583241;1,324208E-07;0
2;20;5;0,3663235;1,478894E-07;0
