BlockID;TrialID;Config;StopWatch;AccDistance;AccAngle
BlockID;TrialID;Config;StopWatch;AccDistance;AccAngle
0;0;3;2,908566;6,854522E-07;0
0;1;0;1,304155;1,120566E-06;0
0;2;3;2,492721;2,241217E-06;0
0;3;6;1,042517;2,408873E-07;0
0;4;0;1,871717;4,291531E-07;0
0;5;0;1,375872;1,236731E-06;0
