BlockID;TrialID;Config;DistanceFinal;PositionTargetX;PositionTargetY;PositionTargetZ;PositionFinalX;PositionFinalY;PositionFinalZ;RotationTarget;RotationFinal
0;0;2;0.0864;-1.0686;0.5339;0.3470;-1.1089;0.5848;0.2900;202.5105;202.5105
0;1;3;0.1350;-2.5725;-0.8936;-3.2861;-2.5726;-1.0257;-3.3138;4.904109;4.904109
0;2;6;0.2732;-2.4811;-0.6647;0.3311;-2.7026;-0.5051;0.3195;154.8417;154.8417
0;3;1;0.8559;-1.0106;1.1567;-3.4698;-1.3113;0.3557;-3.4437;54.40237;54.40237
0;4;5;0.1543;2.2686;-0.7924;-2.3925;2.2963;-0.6677;-2.4790;65.85565;65.85565
0;5;0;0.3643;2.0520;0.4744;3.4825;1.9024;0.1478;3.4216;71.0164;71.0164
0;6;4;0.2395;-0.3126;-1.2300;-3.1225;-0.4075;-1.4458;-3.0806;220.629;220.629
1;7;5;0.1491;-1.6267;-1.1148;-2.8536;-1.7447;-1.2046;-2.8696;48.29955;48.29955
1;8;1;1.1096;-1.2294;1.1414;-1.5322;-1.3694;0.0461;-1.6413;283.6877;283.6877
1;9;6;0.4733;1.0234;0.0758;-2.0749;0.8757;-0.3495;-2.2208;57.79757;57.79757
1;10;4;0.2409;2.3519;-0.6323;-2.7043;2.2566;-0.4323;-2.7989;121.1142;121.1142
1;11;0;0.5270;1.3072;0.9684;-2.1077;1.1790;0.4720;-2.2295;276.8792;276.8792
1;12;2;0.4772;-2.4501;-0.1957;3.2499;-2.5615;-0.6225;3.0677;251.5418;251.5418
1;13;3;0.3624;0.6229;0.4256;-0.1514;0.4343;0.1218;-0.2105;279.1544;279.1544
2;14;6;0.5442;-2.7333;0.0836;2.6002;-3.1124;-0.3064;2.6162;293.8822;293.8822
2;15;3;0.3800;-2.4694;1.0321;2.9758;-2.5684;0.6983;2.8236;293.7653;293.7653
2;16;2;0.1268;1.6079;0.5129;-1.0516;1.5200;0.4284;-1.0172;90.09019;90.09019
2;17;5;0.1981;-2.1688;0.4232;-0.6921;-2.2377;0.2718;-0.7997;128.8551;128.8551
2;18;0;0.1901;1.1085;-0.3857;-2.7486;0.9448;-0.3235;-2.6746;122.7025;122.7025
2;19;4;0.2038;-1.3107;-0.3470;-2.7938;-1.3995;-0.1862;-2.7054;103.2611;103.2611
2;20;1;0.9703;1.0246;-1.3876;-2.9229;1.3375;-0.4700;-2.8858;273.1625;273.1625
