BlockID;TrialID;Config;StopWatch
0;0;1;1.587469
0;1;2;2.139721
0;2;0;1.334045
1;3;1;1.395212
1;4;0;1.258728
1;5;2;1.296
2;6;1;1.884201
2;7;2;2.050144
2;8;0;1.927868
3;9;1;1.284481
3;10;0;1.347012
3;11;2;1.414089
4;12;1;1.536968
4;13;2;1.372837
4;14;0;1.26017
5;15;0;1.430817
5;16;1;1.385963
5;17;2;1.181038
6;18;2;1.669216
6;19;1;1.430405
6;20;0;1.202473
7;21;0;1.311661
7;22;1;1.02644
7;23;2;1.454784
8;24;1;1.261208
8;25;0;1.59486
8;26;2;1.167538
9;27;2;1.507584
9;28;1;1.199348
9;29;0;1.094612
10;30;1;0.970665
10;31;2;1.50621
10;32;0;0.9467545
11;33;1;1.214592
11;34;2;1.473549
11;35;0;1.111862
12;36;2;1.730118
12;37;0;1.631859
12;38;1;1.408478
13;39;0;1.118904
13;40;1;0.9617462
13;41;2;0.9901123
14;42;2;1.11496
14;43;0;1.228783
14;44;1;1.351898
15;45;0;1.25415
15;46;1;1.033653
15;47;2;1.521736
16;48;2;1.106247
16;49;0;1.270554
16;50;1;1.070915
17;51;2;1.126907
17;52;1;1.402168
17;53;0;1.092171
18;54;2;1.015549
18;55;0;1.608932
18;56;1;1.453491
19;57;1;1.575485
19;58;2;1.328735
19;59;0;0.8927689
