BlockID;TrialID;Config;DistanceFinal;PositionTargetX;PositionTargetY;PositionTargetZ;PositionFinalX;PositionFinalY;PositionFinalZ;RotationTarget;RotationFinal
0;0;1;3.0475;0.7470;0.0783;0.0413;-0.6529;0.9080;2.6180;92.97624;92.97624
0;1;0;0.4002;2.6996;-1.3195;1.2122;2.9814;-1.4000;1.4848;59.37874;59.37874
0;2;2;0.7411;1.0118;0.5943;2.1907;1.6153;1.0229;2.2290;156.946;156.946
0;3;6;0.6867;-0.2987;0.5322;2.8688;0.1462;1.0451;2.7662;98.80896;98.80896
0;4;5;2.4654;-0.9500;0.7418;0.1409;-2.2352;-0.3953;-1.6293;296.4929;296.4929
0;5;3;0.3615;1.6777;-0.4538;2.8490;1.8192;-0.1219;2.8276;207.9868;207.9868
0;6;4;0.5131;0.1778;-0.3182;2.7610;0.5339;0.0349;2.6526;209.7476;209.7476
1;7;5;0.7082;2.3064;0.9603;-3.4750;2.8610;1.4000;-3.5000;199.8982;199.8982
1;8;2;2.2252;1.2945;-0.3913;1.0344;3.0000;1.0376;1.0676;105.0711;105.0711
1;9;1;2.4168;0.8852;0.6909;1.9155;0.2558;-1.0848;0.4017;97.73659;97.73659
1;10;4;2.8267;-0.3172;-0.5729;-0.8020;-2.1201;1.4000;-1.7226;127.575;127.575
1;11;0;3.9922;-0.4431;1.2205;0.6775;2.1674;-0.3577;-1.8977;230.1213;230.1213
1;12;3;4.4707;-2.2789;-0.9153;-1.2643;-1.0783;1.4000;2.3669;346.2955;346.2955
1;13;6;0.4027;0.2953;1.1913;-1.0333;0.6056;1.4000;-1.1826;217.644;217.644
2;14;0;5.4033;0.5814;1.0966;-2.4396;-1.5716;-0.5385;2.2387;98.66103;98.66103
2;15;4;0.2855;0.4564;-0.5243;-0.7387;0.3243;-0.3777;-0.5324;323.386;323.386
2;16;2;1.2539;-0.7850;-0.0743;1.5309;0.1039;0.8034;1.4221;206.0646;206.0646
2;17;6;0.3276;0.0128;1.2932;-0.7840;0.3222;1.4000;-0.7726;26.48628;26.48628
2;18;3;3.5562;-0.3681;-1.3876;1.8213;-1.1503;-0.7366;-1.5862;293.1453;293.1453
2;19;1;0.9843;1.1827;0.4287;-0.6089;0.9113;0.8574;-1.4523;137.7767;137.7767
2;20;5;3.3747;2.8969;0.8987;0.1319;-0.1257;0.2879;-1.2390;92.80471;92.80471
