BlockID;TrialID;Config;StopWatch
0;0;0;1.710684
0;1;1;1.890347
0;2;2;1.855459
1;3;1;3.81011
1;4;0;1.754719
1;5;2;7.743916
2;6;1;2.767708
2;7;2;8.53154
2;8;0;3.76503
3;9;0;2.870869
3;10;1;3.111244
3;11;2;13.76164
4;12;1;1.626602
4;13;0;1.137962
4;14;2;3.11985
5;15;0;2.528839
5;16;2;5.242264
5;17;1;1.439987
6;18;2;4.116928
6;19;0;1.192345
6;20;1;2.093262
7;21;2;4.103432
7;22;1;1.155037
7;23;0;2.370605
8;24;1;1.406845
8;25;2;1.571663
8;26;0;2.029541
9;27;1;1.739876
9;28;0;1.348076
9;29;2;3.018158
10;30;2;14.98299
10;31;1;2.096222
10;32;0;0.9733276
11;33;1;1.232605
11;34;0;1.762131
11;35;2;8.962418
12;36;2;1.602814
12;37;1;2.367722
12;38;0;2.769775
13;39;1;2.62851
13;40;0;2.816589
13;41;2;1.97908
14;42;0;3.426437
14;43;2;2.402588
14;44;1;1.613358
15;45;2;4.393661
15;46;1;1.958786
15;47;0;2.282501
16;48;0;1.33844
16;49;1;1.289368
16;50;2;10.17366
17;51;2;3.903885
17;52;0;1.759766
17;53;1;0.974472
18;54;0;1.066193
18;55;2;4.064896
18;56;1;3.650299
19;57;0;1.920898
19;58;2;5.23027
19;59;1;1.122849
