BlockID;TrialID;Config;StopWatch;AccDistance;AccAngle
0;0;3;4.051.53;0.7023156;0
0;1;5;5.387.93;1.228.539;0
0;2;4;3.549.515;0.574438;0
0;3;0;3.355.394;0.7671339;0
0;4;6;5.775.257;1.568.168;0
0;5;2;4.628.998;0.7498493;0
0;6;1;4.319.035;0.6013025;0
1;7;2;4.879.124;0.8870112;0
1;8;0;4.273.827;0.9631516;0
1;9;1;4.754.623;0.959322;0
1;10;6;5.451.359;0.764222;0
1;11;4;4.894.073;0.8960911;0
1;12;5;6.887.39;1.232.586;0
1;13;3;4.975.044;0.8478487;0
2;14;3;7.062.63;0.9445604;0
2;15;6;5.412.003;1.177.917;0
2;16;1;6.487.77;1.021.319;0
2;17;0;4.937.355;0.9939443;0
2;18;5;5.300.171;1.043.056;0
2;19;2;6.022.163;0.9674704;0
2;20;4;4.196.266;0.8468399;0
