BlockID;TrialID;Config;StopWatch
0;0;1;1.224.724
0;1;0;2.520.733
0;2;2;1.031.601
1;3;1;0.7180805
1;4;0;0.7967091
1;5;2;0.9309177
2;6;0;1.134.602
2;7;2;0.8301506
2;8;1;0.748085
3;9;0;0.7203865
3;10;1;0.6551056
3;11;2;1.201.05
4;12;1;0.7416992
4;13;2;0.6548767
4;14;0;0.7687531
5;15;1;0.6680183
5;16;2;1.242.943
5;17;0;0.6469879
6;18;0;0.7282753
6;19;1;0.6541328
6;20;2;1.333.008
7;21;2;0.7060814
7;22;0;0.7797356
7;23;1;0.821888
8;24;0;0.7439728
8;25;2;1.211.082
8;26;1;0.7141647
9;27;1;0.5840836
9;28;2;0.7201729
9;29;0;0.6919823
10;30;2;0.8540802
10;31;1;0.7278137
10;32;0;0.765007
11;33;2;0.7985344
11;34;1;0.6643562
11;35;0;0.8132515
12;36;2;0.7919846
12;37;0;0.7164536
12;38;1;0.5662956
13;39;2;0.6826477
13;40;1;0.5514908
13;41;0;0.6489067
14;42;0;0.848629
14;43;1;0.8269081
14;44;2;1.541.821
15;45;0;0.8655167
15;46;2;0.6882629
15;47;1;0.8334656
16;48;1;0.6604691
16;49;2;1.658.279
16;50;0;0.8136826
17;51;1;0.6530914
17;52;2;1.005.806
17;53;0;0.7646332
18;54;0;0.7523727
18;55;1;0.518013
18;56;2;1.216.858
19;57;2;2.071.136
19;58;0;0.3922119
19;59;1;0.8697662
