BlockID;TrialID;Config;DistanceFinal;PositionTargetX;PositionTargetY;PositionTargetZ;PositionFinalX;PositionFinalY;PositionFinalZ;RotationTarget;RotationFinal
0;0;3;0.3811;-2.4801;0.4610;2.6106;-2.5603;0.8180;2.5044;172.1863;172.1863
0;1;5;0.2935;-0.8665;-0.3877;-1.3898;-1.0405;-0.1703;-1.4826;262.843;262.843
0;2;4;0.6506;0.1044;-0.1050;3.4041;0.1837;0.5343;3.3128;184.3917;184.3917
0;3;0;0.6011;0.4465;0.3186;0.9988;0.5991;0.8960;0.9311;257.1746;257.1746
0;4;6;0.1049;1.8701;-0.4135;3.4982;1.8651;-0.5183;3.5000;210.9303;210.9303
0;5;2;0.0835;0.3429;0.7223;-0.1622;0.3506;0.6423;-0.1847;285.3629;285.3629
0;6;1;1.3667;-0.6369;-1.0619;2.4247;0.6943;-0.7600;2.4915;148.6383;148.6383
1;7;2;0.1508;-1.1705;-0.7880;0.5374;-1.2768;-0.8457;0.4473;132.4985;132.4985
1;8;0;0.7323;-2.4061;-0.2953;-0.4075;-2.8194;-0.8996;-0.4221;211.5786;211.5786
1;9;1;3.2456;1.3991;-1.3246;-0.4968;-1.4189;0.2857;-0.4968;119.4464;119.4464
1;10;6;0.4592;2.6169;0.0203;-2.1311;3.0000;0.2574;-2.0426;347.3426;347.3426
1;11;4;0.4692;0.2253;1.1011;1.0154;-0.1101;0.7906;1.1213;351.0085;351.0085
1;12;5;0.3492;2.5593;-0.9556;2.2696;2.5816;-0.7109;2.5177;124.2567;124.2567
1;13;3;4.9681;2.5459;0.6010;-1.0733;-2.4115;0.2740;-1.0673;48.66802;48.66802
2;14;3;0.2548;0.7149;0.1269;-1.8869;0.5267;0.1469;-1.7163;260.9031;260.9031
2;15;6;0.2395;-0.5171;-0.6487;3.1808;-0.4501;-0.4203;3.2069;184.0795;184.0795
2;16;1;1.3433;0.2063;1.1962;2.0573;-0.7152;0.2420;1.8456;190.9381;190.9381
2;17;0;0.3331;-0.9325;0.0641;-1.7717;-1.1271;0.3337;-1.7914;18.44176;18.44176
2;18;5;5.6075;2.2122;-0.6232;3.3561;2.2962;0.3723;-2.1617;305.9653;305.9653
2;19;2;1.4263;1.7604;0.6350;0.6175;1.8951;0.7314;2.0341;87.04296;87.04296
2;20;4;0.3818;-0.0624;0.2672;1.4087;-0.2771;0.5489;1.5513;225.3274;225.3274
