BlockID;TrialID;Config;StopWatch
0;0;1;1.372612
0;1;0;1.779774
0;2;2;4.634281
1;3;0;1.315994
1;4;1;2.506931
1;5;2;1.49395
2;6;1;1.22665
2;7;2;1.096012
2;8;0;2.879299
3;9;1;1.211109
3;10;2;1.738678
3;11;0;1.12534
4;12;1;1.035656
4;13;0;2.976254
4;14;2;1.443417
5;15;0;3.028732
5;16;2;2.119671
5;17;1;1.881916
6;18;2;1.88102
6;19;1;2.11628
6;20;0;1.755913
7;21;1;1.323105
7;22;2;0.5899887
7;23;0;1.749863
8;24;2;2.328621
8;25;0;2.026108
8;26;1;1.921654
9;27;2;1.63723
9;28;1;2.112755
9;29;0;1.613029
10;30;1;1.353249
10;31;0;1.785759
10;32;2;2.017067
11;33;2;2.226379
11;34;0;2.242508
11;35;1;2.600327
12;36;0;1.582733
12;37;1;1.838043
12;38;2;2.816742
13;39;1;2.715233
13;40;0;1.966232
13;41;2;1.065514
14;42;0;1.430145
14;43;1;1.77636
14;44;2;1.08316
15;45;1;1.430756
15;46;2;2.746262
15;47;0;0.8041916
16;48;2;3.798355
16;49;1;1.397087
16;50;0;1.308273
17;51;1;1.22406
17;52;0;1.583504
17;53;2;1.463226
18;54;2;1.49897
18;55;0;1.460724
18;56;1;1.627548
19;57;2;2.652023
19;58;1;1.20607
19;59;0;1.617996
