BlockID;TrialID;Config;DistanceFinal;PositionTargetX;PositionTargetY;PositionTargetZ;PositionFinalX;PositionFinalY;PositionFinalZ;RotationTarget;RotationFinal
0;0;1;0.5480;-1.0328;0.6909;2.0459;-1.3159;1.1290;2.2138;282.0323;282.0323
0;1;6;0.2379;2.8201;0.7533;1.3950;2.6045;0.6954;1.3126;340.3564;340.3564
0;2;3;0.6745;-0.4816;-1.0624;1.1835;-0.8230;-1.4820;1.5864;190.1701;190.1701
0;3;2;3.0500;-2.3526;-0.2041;0.8675;-2.3901;0.4611;-2.1089;125.1191;125.1191
0;4;4;0.1170;2.4588;1.3900;0.3110;2.5531;1.3256;0.2860;333.2697;333.2697
0;5;5;1.3036;2.2279;0.0623;-1.9059;1.9241;1.0077;-2.7504;72.39101;72.39101
0;6;0;2.6876;-2.1404;-0.8191;2.4091;0.4042;0.0432;2.4769;326.8195;326.8195
1;7;5;0.4652;0.3605;-1.2691;3.2639;0.2677;-0.9897;3.6240;166.3872;166.3872
1;8;0;0.5049;-2.6136;-0.3887;-2.7000;-2.3770;0.0078;-2.4957;16.26749;16.26749
1;9;6;0.2608;-0.3662;-0.2053;-1.4221;-0.3255;-0.1588;-1.1687;235.3488;235.3488
1;10;2;1.7523;-2.8399;-0.8671;-0.8580;-2.9636;-0.6424;-2.5914;16.44473;16.44473
1;11;4;0.4205;1.4949;-1.3892;-2.8214;1.3999;-0.9796;-2.8286;108.2059;108.2059
1;12;1;4.0776;1.3413;1.0647;2.1135;-1.5414;0.6829;-0.7450;99.72945;99.72945
1;13;3;2.7388;0.2885;1.2404;2.1883;-2.2135;0.1586;2.4545;190.0677;190.0677
2;14;2;0.8355;1.7987;-0.0026;-0.3343;1.7734;0.7614;0.0030;176.302;176.302
2;15;3;0.5192;-2.4506;-0.4704;-0.1569;-2.5273;-0.1144;0.2132;73.57819;73.57819
2;16;6;1.4825;-2.6246;0.9329;2.4666;-2.4697;-0.1235;3.4951;162.7112;162.7112
2;17;4;0.1159;0.2435;-0.6879;0.0213;0.1855;-0.6248;0.0993;214.0472;214.0472
2;18;0;0.5134;2.2742;-0.2559;3.4050;2.0988;0.1759;3.6204;109.2518;109.2518
2;19;1;0.7084;1.1922;-0.6812;-1.8201;1.3519;0.0006;-1.7131;116.0238;116.0238
2;20;5;0.3764;1.7324;-0.1283;0.4632;1.7881;-0.0425;0.8255;135.5029;135.5029
