BlockID;TrialID;Config;StopWatch;AccDistance;AccAngle
0;0;1;8.442.249;1.570.778;0
0;1;6;7.046.04;1.409.636;0
0;2;3;5.562.439;0.9869764;0
0;3;2;5.098.446;0.9592913;0
0;4;4;4.203.304;0.8374298;0
0;5;5;3.797.997;0.6997933;0
0;6;0;5.241.119;0.7478089;0
1;7;5;4.948.097;1.161.956;0
1;8;0;4.301.773;0.8150082;0
1;9;6;3.250.343;0.8816678;0
1;10;2;4.450.241;0.9160588;0
1;11;4;5.220.116;105.111;0
1;12;1;9.544.624;1.145.178;0
1;13;3;3.039.566;0.8480399;0
2;14;2;3.475.929;0.6211296;0
2;15;3;471.859;0.7652441;0
2;16;6;3.329.346;1.276.097;0
2;17;4;4.477.615;1.018.256;0
2;18;0;5.180.664;1.085.304;0
2;19;1;3.757.813;0.9820418;0
2;20;5;5.669.495;0.8740782;0
