BlockID;TrialID;Config;DistanceFinal;PositionTargetX;PositionTargetY;PositionTargetZ;PositionFinalX;PositionFinalY;PositionFinalZ;RotationTarget;RotationFinal
0;0;3;3.4291;2.5655;0.4077;-1.1846;1.7089;0.5387;2.1332;310.2112;310.2112
0;1;6;1.6041;-2.8731;0.6798;0.8740;-2.3412;-0.8255;1.0294;76.45068;76.45068
0;2;2;0.7183;0.6214;-0.1430;-3.4982;0.6183;-0.8581;-3.4305;214.3177;214.3177
0;3;0;6.0237;-2.2055;-1.0573;-0.9098;2.0585;-0.0808;3.2313;345.2796;345.2796
0;4;1;0.6472;0.8353;-1.3394;-1.4868;1.0492;-0.7628;-1.6879;274.3366;274.3366
0;5;5;3.8346;-0.7958;0.3891;0.0197;0.2167;-0.5490;-3.5579;60.91091;60.91091
0;6;4;0.1224;2.1337;-1.1837;3.4248;2.1482;-1.1151;3.5250;23.00271;23.00271
1;7;0;0.6316;-0.7717;-0.4117;-1.4727;-1.0508;-0.9354;-1.2562;269.5349;269.5349
1;8;4;0.2976;1.0172;-1.0944;-1.1138;1.2537;-1.2621;-1.1808;69.94776;69.94776
1;9;1;2.2068;1.0482;0.9045;-0.3442;0.8031;-0.6929;1.1586;9.919109;9.919109
1;10;5;1.8143;-1.1103;0.3697;2.2727;-0.9304;-1.4137;2.5533;215.584;215.584
1;11;2;3.8293;-1.7983;0.3333;-0.0774;1.2906;-0.0410;-2.3095;303.6242;303.6242
1;12;3;0.3989;2.5675;0.0808;-0.0038;2.7651;-0.2572;0.0725;195.0428;195.0428
1;13;6;0.9513;0.1172;0.0675;3.1056;-0.0115;-0.8672;3.2279;141.2137;141.2137
2;14;5;4.5158;-1.1088;-0.9031;-1.1067;-1.1517;0.8685;3.0468;331.7332;331.7332
2;15;2;0.6411;-0.5922;0.4235;0.2658;0.0313;0.5686;0.2317;66.9221;66.9221
2;16;4;0.5546;0.9189;0.3103;-1.0291;0.7835;-0.2226;-0.9564;325.8687;325.8687
2;17;0;0.9269;0.7429;0.3734;2.3596;0.2726;-0.3018;2.7861;240.8899;240.8899
2;18;1;3.3524;-0.3644;1.0228;-3.0883;1.8735;-0.3655;-1.0140;341.9982;341.9982
2;19;3;3.0555;-1.0311;-0.8691;0.5264;-3.0825;-0.2592;2.7073;42.85671;42.85672
2;20;6;1.2742;2.9147;-1.2034;2.5220;3.3982;-0.0265;2.4526;69.95042;69.95042
