BlockID;TrialID;Config;StopWatch
BlockID;TrialID;Config;StopWatch
0;0;0;1.413414
0;1;2;1.317467
0;2;1;1.313885
1;3;1;0.8246384
1;4;2;1.347984
1;5;0;1.458588
2;6;2;1.749741
2;7;0;0.5452347
2;8;1;0.9075165
3;9;0;0.8644791
3;10;1;0.935791
3;11;2;3.583115
4;12;2;1.15184
4;13;1;0.7651901
4;14;0;1.312355
5;15;0;1.703171
5;16;1;0.8346481
5;17;2;2.734566
6;18;2;1.682602
6;19;0;1.031204
6;20;1;1.404655
7;21;1;0.7950363
7;22;0;0.9024734
7;23;2;0.6260529
8;24;2;1.725029
8;25;1;0.7362213
8;26;0;0.9025726
9;27;2;1.078415
9;28;0;1.297707
9;29;1;0.8353882
10;30;0;0.9824295
10;31;1;1.262268
10;32;2;1.083336
11;33;2;1.188484
11;34;1;1.111153
11;35;0;1.1707
12;36;1;0.7666321
12;37;0;0.990509
12;38;2;1.50174
13;39;2;1.008743
13;40;1;0.8868027
13;41;0;0.5290375
14;42;0;0.9434433
14;43;2;1.416779
14;44;1;0.7685318
15;45;1;0.8537674
15;46;2;1.430008
15;47;0;0.7312393
16;48;2;1.558472
16;49;0;0.5161972
16;50;1;0.9732819
17;51;0;0.6143951
17;52;1;0.6482391
17;53;2;0.9144287
18;54;1;0.8077927
18;55;0;0.9393158
18;56;2;1.043716
19;57;2;0.879982
19;58;0;0.9837189
19;59;1;0.7535858
