BlockID;TrialID;Config;DistanceFinal;PositionTargetX;PositionTargetY;PositionTargetZ;PositionFinalX;PositionFinalY;PositionFinalZ;RotationTarget;RotationFinal
0;0;6;0.3246;-0.8597;-0.0183;0.5250;-0.7232;0.2340;0.6769;124.1329;124.1329
0;1;2;0.3262;-1.2826;1.3172;-2.5239;-1.5108;1.4457;-2.3294;199.501;199.501
0;2;3;2.4704;-0.6692;0.2806;2.7372;1.7759;0.5649;2.5289;168.7036;168.7036
0;3;5;3.9908;-1.7409;0.6044;-3.2615;2.1660;1.2627;-2.7828;31.55209;31.55209
0;4;4;0.8533;-2.0734;0.4742;0.2353;-2.1969;-0.3278;-0.0286;277.1288;277.1288
0;5;0;0.9573;2.3805;-0.4401;0.5705;2.7820;0.4250;0.6533;106.9602;106.9602
0;6;1;5.4684;-0.0694;-0.4927;-2.4347;-1.1009;-0.5337;2.9354;21.87824;21.87824
1;7;3;0.4193;-2.7084;1.0297;-0.8376;-2.4782;1.3629;-0.7291;48.50138;48.50138
1;8;2;2.1256;1.1771;-1.0121;-1.9398;2.7989;0.3464;-1.7336;249.0403;249.0403
1;9;6;0.6002;2.3785;-0.0698;2.3637;2.7712;-0.4621;2.1353;89.61651;89.61651
1;10;5;4.7204;-1.4231;-0.1920;0.4528;0.6050;-0.5300;-3.7964;134.4535;134.4535
1;11;1;1.8639;-0.4644;1.3553;1.5363;1.1296;0.4315;1.8184;336.2057;336.2057
1;12;0;4.1541;-0.7201;-0.7195;-1.1668;3.3786;-0.6364;-1.8380;140.621;140.621
1;13;4;1.3799;0.1305;1.0791;-2.2100;0.7161;-0.1227;-2.5519;254.4505;254.4505
2;14;5;0.7103;-0.5351;0.5725;2.7874;-0.2962;1.2089;2.9933;153.3444;153.3444
2;15;3;1.4924;1.1516;0.2660;1.1690;2.3429;-0.1741;0.3852;241.7568;241.7568
2;16;2;3.6298;1.5347;-0.6524;-2.9582;-2.0766;-0.4040;-2.6894;83.63029;83.63029
2;17;1;3.4134;0.1982;-1.0609;2.4355;1.9232;0.3468;-0.1518;348.8602;348.8602
2;18;6;3.5872;1.9659;-0.5611;-1.3721;0.0210;-0.1661;1.6160;5.030494;5.030494
2;19;4;1.0236;1.8987;1.1306;-2.8300;2.0217;0.1517;-3.1030;136.576;136.576
2;20;0;1.3636;-1.5347;1.2857;3.2767;-2.0184;0.0229;3.1018;227.9433;227.9433
