BlockID;TrialID;Config;StopWatch;AccDistance;AccAngle
0;0;1;5.408451;0.7217974;0
0;1;0;4.486429;0.4974175;0
0;2;2;4.452631;0.5064521;0
0;3;6;9.525372;1.841829;0
0;4;5;6.117592;0.7464011;0
0;5;3;6.034355;0.7150319;0
0;6;4;5.196472;0.9239206;0
1;7;5;7.375816;0.9734154;0
1;8;2;8.741814;0.7070928;0
1;9;1;5.007889;0.4688081;0
1;10;4;2.675438;0.4146351;0
1;11;0;3.557198;0.4704185;0
1;12;3;4.25975;0.5406981;0
1;13;6;5.72084;0.5924333;0
2;14;0;4.215027;0.5301002;0
2;15;4;5.48243;0.7658127;0
2;16;2;3.492577;0.3733694;0
2;17;6;3.84877;0.5586583;0
2;18;3;3.475609;0.7585208;0
2;19;1;3.779053;0.4948368;0
2;20;5;4.358711;0.7554362;0
