BlockID;TrialID;Config;StopWatch;AccDistance;AccAngle
0;0;4;4.494124;1.421639;0
0;1;5;2.778602;0.9119356;0
0;2;3;3.57955;1.107923;0
0;3;2;4.160158;0.9632133;0
0;4;1;3.967613;1.1694;0
0;5;0;2.51029;0.8185626;0
0;6;6;3.889811;0.9681428;0
1;7;6;2.863491;0.5989102;0
1;8;3;4.6087;0.9121516;0
1;9;5;3.014954;0.9820366;0
1;10;1;4.530468;1.073123;0
1;11;0;2.07304;0.4266103;0
1;12;4;4.415985;0.6660563;0
1;13;2;2.774578;0.6737977;0
2;14;1;4.532764;0.8761021;0
2;15;0;3.037384;0.7436816;0
2;16;3;3.254066;0.6621772;0
2;17;4;4.501961;0.8234288;0
2;18;5;3.274872;0.5648889;0
2;19;2;3.2658;0.9568186;0
2;20;6;3.106895;0.5775858;0
