BlockID;TrialID;Config;DistanceFinal;PositionTargetX;PositionTargetY;PositionTargetZ;PositionFinalX;PositionFinalY;PositionFinalZ;RotationTarget;RotationFinal
0;0;2;5.7083;1.0093;0.7908;-2.4138;2.4478;-0.3871;2.9832;259.6717;259.6717
0;1;5;1.5715;-0.0014;-0.6363;0.2237;1.3345;0.1291;0.5386;347.1564;347.1564
0;2;4;0.9012;-1.2982;-0.6045;1.9713;-0.5160;-0.4201;1.5635;236.0548;236.0548
0;3;1;3.6652;-0.7384;-1.0293;2.7507;2.0886;-0.6121;0.4555;94.11715;94.11715
0;4;6;0.2714;-1.0290;0.6989;-3.3364;-0.8557;0.8865;-3.2449;35.09188;35.09188
0;5;3;0.9989;-0.1401;0.3941;1.5829;0.4401;1.1745;1.8117;358.7314;358.7314
0;6;0;1.9276;1.1787;0.4422;3.1630;-0.7186;0.1090;3.0936;152.109;152.109
1;7;5;1.2469;-2.8151;-0.9144;-1.6220;-2.3067;0.1763;-1.9486;138.6453;138.6453
1;8;0;4.6114;2.1431;-1.1085;1.2125;-2.3028;-0.8810;2.4158;52.13996;52.13996
1;9;1;3.0735;-0.2983;-0.9885;-1.3500;1.5620;-0.4899;1.0451;260.5276;260.5276
1;10;3;1.0177;1.5817;-1.0106;2.0902;2.3573;-0.3541;2.1447;0.9558108;0.9558107
1;11;6;5.6038;-2.5292;0.5920;3.4302;1.1814;-0.4277;-0.6433;56.08872;56.08872
1;12;2;0.6455;-1.3521;-0.2137;0.3075;-0.7613;0.0194;0.1920;299.882;299.882
1;13;4;6.8029;2.5593;0.1250;2.1621;2.9915;6.9134;2.0607;144.8779;144.8779
2;14;1;1.5554;-1.2087;1.3892;-1.4925;-1.8831;0.0408;-1.1101;201.9181;201.9181
2;15;5;1.4567;1.0229;-1.2770;2.4623;2.2984;-0.7681;1.9765;135.5374;135.5374
2;16;0;0.9362;-2.2209;-0.0542;-2.1187;-2.6010;-0.9004;-1.9923;117.6264;117.6264
2;17;3;4.8130;0.0918;-0.5581;1.6994;0.5556;-0.1353;-3.0724;57.58187;57.58187
2;18;2;1.1416;0.6180;1.3126;1.7222;0.3458;1.7794;2.7278;56.81502;56.81502
2;19;6;1.7809;2.3899;-0.6622;-2.7165;3.7733;-0.6007;-3.8363;13.94689;13.94689
2;20;4;1.3977;-2.1552;-1.2734;-1.8264;-0.8829;-0.6950;-1.8085;215.3792;215.3792
