BlockID;Config;StopWatch;AccDistance;AccAngle
0;0;6.034649;2.76368;0
0;1;5.739723;1.986406;0
0;2;6.441967;2.357431;0
0;3;4.929371;2.112981;0
0;4;7.065315;2.542079;0
