0;0;0.02236938;1.7021;0.6160;-2.8520
0;1;0.05055237;1.7021;0.6160;-2.8520
0;2;0.06921387;1.7021;0.6160;-2.8520
0;3;0.08778381;1.7021;0.6160;-2.8520
0;4;0.1046677;1.7021;0.6160;-2.8520
0;5;0.1225662;1.7021;0.6160;-2.8520
0;6;0.1393661;1.7021;0.6160;-2.8520
0;7;0.1572647;1.7021;0.6160;-2.8520
0;8;0.1767578;1.7021;0.6160;-2.8520
0;9;0.1955185;1.7021;0.6160;-2.8520
0;10;0.213295;1.7021;0.6160;-2.8520
0;11;0.2313538;1.7021;0.6160;-2.8520
0;12;0.2493973;1.7021;0.6160;-2.8520
0;13;0.2684174;1.7021;0.6160;-2.8520
0;14;0.2872162;1.7021;0.6160;-2.8520
0;15;0.3036804;1.7021;0.6160;-2.8520
0;16;0.3208923;1.7021;0.6160;-2.8520
0;17;0.3381424;1.7021;0.6160;-2.8520
0;18;0.3547974;1.7021;0.6160;-2.8520
0;19;0.371315;1.7021;0.6160;-2.8520
0;20;0.3878479;1.7021;0.6160;-2.8520
0;21;0.4043121;1.7021;0.6160;-2.8520
0;22;0.4212418;1.7021;0.6160;-2.8520
0;23;0.4381561;1.7021;0.6160;-2.8520
0;24;0.455101;1.7021;0.6160;-2.8520
0;25;0.4732742;1.7021;0.6160;-2.8520
0;26;0.4916458;1.7021;0.6160;-2.8520
0;27;0.5123138;1.7021;0.6160;-2.8520
0;28;0.5298004;1.7021;0.6160;-2.8520
0;29;0.5465698;1.7021;0.6160;-2.8520
0;30;0.5639114;1.7021;0.6160;-2.8520
0;31;0.5823746;1.7021;0.6160;-2.8520
0;32;0.6039429;1.7021;0.6160;-2.8520
0;33;0.6212463;1.7021;0.6160;-2.8520
0;34;0.6391373;1.7021;0.6160;-2.8520
0;35;0.6574936;1.6978;0.6160;-2.8520
0;36;0.6780396;1.6944;0.6160;-2.8520
0;37;0.698204;1.6944;0.6160;-2.8520
0;38;0.7165451;1.6944;0.6160;-2.8520
0;39;0.7373047;1.6944;0.6160;-2.8357
0;40;0.756218;1.6944;0.6160;-2.8100
0;41;0.7774734;1.6944;0.6160;-2.7748
0;42;0.7972717;1.6944;0.6160;-2.7354
0;43;0.8162918;1.6944;0.6160;-2.6960
0;44;0.8401566;1.6944;0.6160;-2.6574
0;45;0.8608322;1.6944;0.6160;-2.6137
0;46;0.8805008;1.6944;0.6160;-2.5666
