BlockID;TrialID;Config;StopWatch;AccDistance;AccAngle
0;0;2;1,195008;1,027289E-06;0
0;1;4;0,6899452;2,861021E-07;0
0;2;5;0,8158517;7,410084E-07;0
0;3;5;3,115118;1,788136E-07;0
0;4;3;1,068357;2,026557E-07;0
0;5;3;1,110138;7,688775E-07;0
0;6;0;1,179783;4,177851E-07;0
0;7;0;2,237125;1,158483E-06;0
0;8;6;0,6144333;2,054699E-07;0
0;9;1;0,7725372;6,815382E-07;0
1;10;5;7,474537;3,530054E-06;0
1;11;6;0,4177322;1,206163E-07;0
1;12;2;0,4205818;2,862767E-07;0
1;13;1;1,024437;3,457067E-07;0
1;14;0;0,6165123;4,084655E-07;0
1;15;3;0,6853867;5,466795E-07;0
1;16;4;0,8044815;3,457067E-07;0
2;17;6;0,8491173;2,98023E-07;0
2;18;0;1,104214;5,05762E-07;0
2;19;5;0,9652748;4,193731E-07;0
2;20;4;0,6615715;1,156377E-07;0
