BlockID;TrialID;Config;StopWatch;AccDistance;AccAngle
0;0;0;0,9199724;1,080334E-08;0
0;1;3;3,754037;1,728531E-06;0
0;2;2;0,6478796;4,779418E-07;0
BlockID;TrialID;Config;StopWatch;AccDistance;AccAngle
0;0;0;0,7891642;5,221767E-07;0
0;1;6;0,4755142;2,861022E-07;0
0;2;4;0,3971241;4,768371E-08;0
0;3;3;0,3807817;2,6656E-07;0
0;4;1;0,378557;5,960463E-08;0
0;5;5;0,4552021;1,550185E-07;0
0;6;2;0,4332852;2,384186E-08;0
1;7;1;0,3970056;2,408143E-07;0
1;8;0;0,3416963;1,424472E-07;0
1;9;6;0,4493284;4,800606E-07;0
1;10;2;0,4060459;0;0
1;11;5;0,5018392;1,385581E-07;0
1;12;4;0,4460669;3,576278E-07;0
1;13;3;0,5685892;1,966049E-07;0
2;14;1;0,4898853;8,809502E-08;0
2;15;6;0,4532604;4,717237E-08;0
2;16;0;0,4378347;1,669199E-07;0
2;17;4;0,4291229;8,940694E-08;0
2;18;2;0,4174919;4,768953E-08;0
2;19;3;0,4960728;3,053609E-08;0
2;20;5;0,4967432;2,231484E-07;0
