BlockID;TrialID;Config;StopWatch;AccDistance;AccAngle
0;0;2;0,498524;1,072883E-07;0
0;1;0;0,4831941;2,315824E-07;0
0;2;3;0,4422977;3,576278E-07;0
0;3;4;0,4703407;2,877444E-07;0
0;4;6;0,5649357;1,802209E-07;0
0;5;1;0,4309449;4,100812E-07;0
0;6;5;0,4591193;1,430511E-07;0
1;7;4;0,3748999;3,763658E-07;0
1;8;0;0,5035429;4,250626E-07;0
1;9;1;0,4598355;2,026557E-07;0
1;10;3;0,451685;3,71586E-07;0
1;11;6;0,5028753;4,805479E-08;0
1;12;5;0,5431976;4,365089E-07;0
1;13;2;0,5390263;4,053114E-07;0
2;14;4;0,4974003;4,228176E-07;0
2;15;5;0,533802;4,210659E-07;0
2;16;6;0,4139643;4,069277E-08;0
2;17;1;0,5004377;2,294416E-07;0
2;18;0;0,4824066;5,002403E-07;0
2;19;3;0,5446787;3,899018E-07;0
2;20;2;0,4961767;3,337859E-07;0
BlockID;TrialID;Config;StopWatch;AccDistance;AccAngle
0;0;5;0,6511121;5,483624E-07;0
0;1;2;0,7561359;3,337858E-07;0
0;2;6;0,7085783;1,563791E-07;0
0;3;3;0,6258264;3,932097E-07;0
0;4;1;0,7166858;5,264896E-07;0
0;5;0;0,6688118;6,879339E-07;0
0;6;4;0,7454185;1,311301E-07;0
1;7;4;0,6121593;4,058677E-07;0
1;8;5;0,5776892;1,302989E-07;0
1;9;0;0,5274391;0;0
1;10;2;0,4604073;1,907348E-07;0
1;11;1;0,7758741;6,193098E-07;0
1;12;3;0,4657087;1,479889E-07;0
1;13;6;0,4610586;2,15004E-07;0
2;14;5;0,5822973;1,996451E-07;0
2;15;4;0,4890156;5,505257E-07;0
2;16;3;0,5315132;2,145766E-07;0
2;17;0;0,4693708;4,887915E-07;0
2;18;1;0,4553308;1,192093E-07;0
2;19;6;0,4930782;2,384186E-08;0
2;20;2;0,4636679;1,670322E-07;0
