BlockID;TrialID;Config;StopWatch;AccDistance;AccAngle
0;0;2;0,4512216;4,736624E-07;0
0;1;5;0,372579;2,949074E-07;0
0;2;1;0,543649;2,449104E-07;0
0;3;4;0,3775046;0;0
0;4;6;0,3666205;3,176502E-07;0
0;5;3;0,4135525;7,889308E-08;0
0;6;0;0,4651961;1,79635E-07;0
1;7;6;0,4314523;9,677446E-08;0
1;8;1;0,426023;1,73264E-07;0
1;9;4;0,4542394;3,612214E-07;0
1;10;0;0,3999343;1,66893E-07;0
1;11;3;0,4103479;1,087558E-07;0
1;12;2;0,4125328;3,386262E-07;0
1;13;5;0,4187412;1,228781E-08;0
2;14;2;0,438818;4,884593E-07;0
2;15;1;0,4654369;2,875697E-07;0
2;16;5;0,5302591;2,026557E-07;0
2;17;3;0,5656052;4,794356E-07;0
2;18;0;0,4714174;2,273709E-07;0
2;19;4;0,4106789;1,68597E-07;0
2;20;6;0,4208784;7,82649E-08;0
