BlockID;TrialID;Config;StopWatch;AccDistance;AccAngle
0;0;5;0,5847178;4,056488E-07;0
0;1;3;0,7762926;5,722742E-07;0
0;2;4;0,4859269;2,65296E-07;0
0;3;1;0,4435284;5,221768E-07;0
0;4;0;0,5223367;3,144004E-07;0
0;5;6;0,4385867;6,714824E-08;0
0;6;2;0,4654207;3,836041E-07;0
1;7;4;0,5170445;1,86758E-07;0
1;8;1;0,5598931;2,399039E-07;0
1;9;3;0,4696164;1,54972E-07;0
1;10;5;0,4016638;1,072883E-07;0
1;11;2;0,3685603;0;0
1;12;0;0,4124603;0;0
1;13;6;0,3784456;5,115613E-08;0
2;14;1;0,4071884;1,713232E-07;0
2;15;5;0,3787203;2,938743E-07;0
2;16;0;0,3406591;0;0
2;17;4;0,3409023;1,311302E-07;0
2;18;6;0,3802643;2,622604E-07;0
2;19;3;0,3584385;3,059389E-08;0
2;20;2;0,3712282;1,430511E-07;0
BlockID;TrialID;Config;StopWatch;AccDistance;AccAngle
0;0;4;0,6160012;5,343962E-07;0
0;1;6;0,5221465;1,907348E-07;0
0;2;3;0,5187335;1,192093E-08;0
0;3;2;0,5672135;4,529951E-07;0
0;4;0;0,5033302;3,337859E-07;0
