BlockID;TrialID;Config;StopWatch;AccDistance;AccAngle
0;0;3;1,093638;4,172322E-07;0
0;1;6;0,2153778;1,490116E-08;0
0;2;0;0,2185788;1,192093E-07;0
0;3;2;0,2138791;0;0
0;4;5;0,1953909;1,011586E-07;0
0;5;1;0,2787561;4,172325E-08;0
0;6;4;0,2014632;3,508537E-08;0
1;7;0;0,2076716;6,856297E-08;0
1;8;0;0,4058166;4,181431E-07;0
1;9;6;0,1512408;5,960464E-09;0
1;10;2;0,212657;5,960464E-08;0
1;11;1;0,1833487;5,960464E-08;0
1;12;5;0,1144471;6,291766E-08;0
1;13;3;0,2012115;1,192093E-07;0
1;14;4;0,2874432;2,384185E-08;0
2;15;3;0,2541866;1,681917E-07;0
2;16;0;0,3197246;1,6874E-07;0
2;17;6;0,3442154;1,195789E-07;0
2;18;2;0,3833323;4,786924E-08;0
2;19;1;0,4031506;1,67253E-07;0
2;20;5;0,3860455;1,192093E-07;0
BlockID;TrialID;Config;StopWatch;AccDistance;AccAngle
0;0;0;1,071584;2,384186E-08;0
0;1;4;0,4048119;1,72465E-07;0
0;2;5;0,3408175;2,384185E-08;0
0;3;2;0,344532;1,639127E-08;0
0;4;6;0,3471456;1,072883E-07;0
0;5;3;0,4058847;1,793873E-07;0
0;6;1;0,3584275;9,536742E-08;0
1;7;0;0,3382292;3,685074E-08;0
1;8;6;0,2783542;3,0398E-07;0
1;9;4;0,3989511;3,340457E-07;0
1;10;2;0,4867139;0;0
1;11;3;0,2224326;4,768371E-08;0
1;12;5;0,1801081;5,960464E-08;0
1;13;1;0,2485533;5,530927E-08;0
2;14;5;0,3760576;2,273709E-07;0
2;15;0;0,2832603;1,624802E-07;0
2;16;1;0,2869797;1,072884E-07;0
2;17;6;0,2844982;7,15372E-08;0
2;18;3;0,2828503;1,341104E-08;0
2;19;4;0,3583498;4,080161E-08;0
2;20;2;0,3138962;2,458931E-07;0
