BlockID;TrialID;Config;StopWatch
0;0;0;1.379402
0;1;2;1.450068
0;2;1;0.9120293
1;3;1;0.8184242
1;4;2;0.8844242
1;5;0;0.7561531
2;6;2;0.7902756
2;7;1;0.6286964
2;8;0;0.7052803
3;9;0;0.8053055
3;10;1;0.9153404
3;11;2;0.7763939
4;12;0;0.6094513
4;13;2;0.7847137
4;14;1;0.7985344
5;15;2;1.040424
5;16;0;0.9136658
5;17;1;0.795887
6;18;2;0.8573494
6;19;0;0.7461624
6;20;1;0.610527
7;21;2;0.7791862
7;22;0;0.7536011
7;23;1;0.8144188
8;24;2;0.8560562
8;25;0;0.8151588
8;26;1;0.7731667
9;27;1;0.7602539
9;28;2;0.7167244
9;29;0;0.6132431
10;30;0;0.1501732
10;31;2;0.6477242
10;32;1;0.7545624
11;33;2;0.8735237
11;34;1;0.6687279
11;35;0;0.8507423
12;36;2;0.7597885
12;37;1;0.6963921
12;38;0;0.6469994
13;39;1;0.6958122
13;40;2;0.869976
13;41;0;0.8170395
14;42;0;0.7070313
14;43;2;0.7457542
14;44;1;0.8002968
15;45;0;0.7983932
15;46;1;0.6527405
15;47;2;0.7602272
16;48;0;0.8050919
16;49;1;0.6607323
16;50;2;1.007843
17;51;0;0.7681656
17;52;2;1.33448
17;53;1;0.7454758
18;54;2;0.7361755
18;55;1;0.824501
18;56;0;0.7109222
19;57;0;0.7889328
19;58;1;0.7806244
19;59;2;0.771698
