BlockID;TrialID;Config;DistanceFinal;PositionTargetX;PositionTargetY;PositionTargetZ;PositionFinalX;PositionFinalY;PositionFinalZ;RotationTarget;RotationFinal
0;0;5;0.2611;0.6107;-1.1175;-0.5254;0.6981;-0.8739;-0.4910;71.93444;71.93444
0;1;0;0.3168;1.5090;-0.6898;0.0368;1.7320;-0.7772;0.2442;5.018907;5.018907
0;2;2;0.2821;0.7025;-1.0988;-2.8533;0.6168;-0.8853;-3.0166;243.7253;243.7253
0;3;1;0.1802;-1.3498;0.6854;1.8435;-1.5266;0.6983;1.8109;302.9322;302.9322
0;4;6;0.1166;-1.7905;-0.0647;3.2014;-1.8722;0.0134;3.2301;8.506295;8.506294
0;5;4;0.2209;0.3552;-0.5776;-1.3386;0.2372;-0.4726;-1.4930;243.4987;243.4987
0;6;3;0.2494;2.4712;-1.2920;-2.2528;2.5502;-1.0556;-2.2528;42.1469;42.1469
1;7;2;0.1855;0.4121;0.5605;3.3473;0.2750;0.6805;3.3817;301.0111;301.0111
1;8;6;0.3183;-1.8661;1.1957;0.2176;-1.5554;1.1291;0.1980;85.76876;85.76876
1;9;5;0.1226;2.3665;-1.2669;-0.9248;2.4814;-1.2397;-0.8916;250.8065;250.8065
1;10;1;0.2290;1.2701;1.3731;3.1648;1.1863;1.3889;3.3774;325.0299;325.0299
1;11;0;0.1139;1.7503;0.6742;-1.9210;1.6396;0.6622;-1.8970;268.4381;268.4381
1;12;3;0.1672;1.5746;0.9490;1.2940;1.5556;1.1086;1.3403;319.6917;319.6917
1;13;4;0.1846;-0.9077;-0.7136;-1.6198;-0.8144;-0.5550;-1.6047;288.6373;288.6373
2;14;0;0.1835;-1.1424;0.7983;1.2099;-1.3106;0.7494;1.2648;284.9406;284.9406
2;15;4;0.5272;-1.1486;-0.9281;-2.3144;-0.8872;-0.4704;-2.3234;41.43314;41.43314
2;16;1;0.2377;-1.2370;1.2440;2.8911;-1.1036;1.4000;2.7711;212.7559;212.7559
2;17;6;0.1382;-0.3206;-0.5363;0.9613;-0.2285;-0.5226;0.8591;228.0094;228.0094
2;18;3;0.1715;0.6340;1.1477;0.3967;0.6557;1.3109;0.3487;289.0948;289.0948
2;19;2;0.2893;-1.8128;-0.2054;2.3742;-1.6345;-0.0262;2.5151;321.9963;321.9963
2;20;5;0.2870;1.0147;0.1526;-2.8170;0.9864;-0.1277;-2.7623;26.49049;26.49048
