BlockID;TrialID;Config;StopWatch;AccDistance;AccAngle
0;0;0;5.058037;1.095775;0
0;1;4;3.978846;1.021673;0
0;2;5;3.268591;1.240544;0
0;3;3;3.729801;1.193979;0
0;4;2;6.716518;0.8455662;0
0;5;6;3.314999;1.692945;0
0;6;1;5.317211;1.248579;0
1;7;6;5.979939;3.016882;0
1;8;0;4.88483;1.530113;0
1;9;2;3.894497;1.376758;0
1;10;4;4.146713;1.331577;0
1;11;1;5.433578;3.463776;0
1;12;3;4.394775;1.34282;0
1;13;5;5.046234;1.716228;0
2;14;0;4.233131;0.9032939;0
2;15;1;4.19117;1.34716;0
2;16;3;3.910095;0.7246777;0
2;17;2;3.968475;0.8950405;0
2;18;4;3.487671;1.010794;0
2;19;6;3.287582;0.8781416;0
2;20;5;3.579582;1.85094;0
