BlockID;TrialID;Config;DistanceFinal;PositionTargetX;PositionTargetY;PositionTargetZ;PositionFinalX;PositionFinalY;PositionFinalZ;RotationTarget;RotationFinal
0;0;0;0.4346;-2.2182;-0.2686;0.9385;-1.8450;-0.4911;0.9479;356.3323;356.3323
0;1;3;0.7783;-1.5167;0.0118;-3.1157;-1.7547;-0.6474;-2.7774;303.7727;303.7727
0;2;6;0.3550;0.6604;-1.0638;2.5985;0.7237;-0.7946;2.3758;303.7401;303.7401
0;3;4;0.1144;-1.8089;-0.0989;-1.9013;-1.7333;-0.0309;-1.9538;185.047;185.047
0;4;5;1.0080;-0.5771;-0.9992;-2.4437;0.1407;-0.3438;-2.7105;328.0147;328.0147
0;5;1;1.4955;-0.9569;1.2967;-1.4753;-1.4431;-0.1132;-1.3656;358.8955;358.8955
0;6;2;0.9598;0.3229;1.2684;-1.9705;0.4207;0.3209;-2.0881;349.0967;349.0967
1;7;1;0.2948;0.5951;0.1690;-1.1758;0.5403;-0.1073;-1.2627;300.333;300.333
1;8;6;0.1329;-1.6508;-1.3972;2.6118;-1.7588;-1.3207;2.6003;7.964573;7.964573
1;9;5;1.0126;1.7686;-0.6036;-2.7306;2.1814;0.3210;-2.7357;262.9608;262.9608
1;10;4;1.0037;0.6979;1.3976;1.2813;0.7864;0.4110;1.1192;325.2657;325.2657
1;11;3;1.4527;1.8152;1.2643;0.0611;1.3627;-0.1094;0.1977;347.494;347.494
1;12;0;0.2738;-2.7133;-0.1443;-3.1728;-2.8567;-0.3740;-3.1318;216.0402;216.0402
1;13;2;0.2278;-1.3426;0.2380;-2.1939;-1.1673;0.2186;-2.3381;171.3818;171.3818
2;14;2;0.7246;-0.8387;1.3510;-3.1307;-1.1139;0.6815;-3.1633;197.0593;197.0593
2;15;1;1.7858;-0.9548;1.3869;0.1941;-1.5629;-0.2898;0.1042;59.40334;59.40334
2;16;5;0.3531;-1.9702;-0.5593;2.3503;-2.1116;-0.8800;2.3925;343.8759;343.8759
2;17;0;0.2556;0.3843;-0.4694;-3.0557;0.6050;-0.5364;-3.1659;217.9894;217.9894
2;18;6;0.7595;0.6568;-1.1509;0.6120;1.0282;-0.4904;0.5606;130.269;130.269
2;19;3;0.5032;-2.6672;1.0330;3.4724;-2.7247;0.5499;3.3441;338.6945;338.6945
2;20;4;0.2446;0.2448;0.5977;2.5309;0.0374;0.6428;2.4092;100.5101;100.5101
