BlockID;TrialID;Config;DistanceFinal;PositionTargetX;PositionTargetY;PositionTargetZ;PositionFinalX;PositionFinalY;PositionFinalZ;RotationTarget;RotationFinal
0;0;3;0.4888;-0.8886;-0.3570;3.0206;-0.7224;0.0760;3.1748;235.8202;235.8202
0;1;5;0.1056;-1.7198;-0.1224;0.6662;-1.7010;-0.2083;0.7247;111.9641;111.9641
0;2;2;0.5499;1.7454;-0.9546;-2.1571;1.4034;-1.3580;-2.3078;345.6452;345.6452
0;3;0;0.5548;0.8108;1.1423;2.7593;1.2990;1.4000;2.8141;278.7483;278.7483
0;4;6;0.1108;-2.1676;-0.3296;3.4800;-2.1866;-0.3701;3.3786;287.5145;287.5145
0;5;4;0.2999;1.0356;-0.5830;2.3434;0.8732;-0.8102;2.4528;40.58341;40.58341
0;6;1;0.4865;-1.3494;1.2058;1.0830;-1.5017;0.7960;1.2964;68.13348;68.13348
1;7;3;0.2588;-0.8559;1.1319;-2.7022;-0.6756;1.0202;-2.5539;40.87391;40.87391
1;8;5;0.1673;1.2029;-1.3431;3.2890;1.1489;-1.2484;3.4160;348.1845;348.1845
1;9;4;0.5134;0.7185;0.4150;2.6137;0.9816;0.8556;2.6281;52.07635;52.07635
1;10;2;0.4044;-2.2939;0.7894;-1.6763;-2.0693;1.1212;-1.6207;141.4547;141.4547
1;11;1;0.1302;-1.3462;0.7881;-0.2820;-1.3896;0.6673;-0.2606;101.2514;101.2514
1;12;0;0.9482;1.9019;-0.8781;0.6956;2.3791;-0.0595;0.7307;39.83261;39.83261
1;13;6;0.2998;1.0052;-0.6244;1.4503;1.2884;-0.5264;1.4438;109.3388;109.3388
2;14;3;0.1222;2.9745;-0.2383;-3.0082;3.0000;-0.2324;-2.8889;292.0691;292.0691
2;15;6;0.3143;2.9614;-0.7203;-2.2946;3.0000;-0.4326;-2.1741;83.34061;83.34061
2;16;2;0.1697;-1.0164;-0.7310;2.2184;-0.8647;-0.6950;2.1513;164.7031;164.7031
2;17;0;0.2214;1.3583;-1.3084;1.2216;1.5514;-1.2029;1.2456;258.7795;258.7795
2;18;5;0.2772;-2.6047;-0.6656;1.4267;-2.8105;-0.7740;1.2757;101.2574;101.2574
2;19;4;0.3822;-2.1530;-0.3234;0.6709;-1.7852;-0.2423;0.6057;29.20299;29.20299
2;20;1;1.2628;-1.1971;-0.1877;2.0330;-1.8460;-1.2543;1.8435;180.982;180.982
