BlockID;TrialID;Config;StopWatch
0;0;2;5.497589
0;1;0;1.052528
0;2;1;0.6932449
1;3;1;0.6848373
1;4;2;0.924202
1;5;0;0.9492569
2;6;1;0.7316055
2;7;0;0.6214447
2;8;2;1.620972
3;9;1;0.8333359
3;10;2;0.6087646
3;11;0;0.7700043
4;12;0;1.346962
4;13;2;0.8999634
4;14;1;0.7068558
5;15;0;0.7863922
5;16;1;0.8149948
5;17;2;0.9061813
6;18;1;1.117661
6;19;0;0.9053268
6;20;2;0.8432236
7;21;0;0.7325287
7;22;2;0.9292221
7;23;1;1.102249
8;24;2;1.312355
8;25;1;4.038002
8;26;0;0.8183441
9;27;2;1.494576
9;28;0;0.8282547
9;29;1;0.6806564
10;30;0;0.5302582
10;31;2;0.653183
10;32;1;0.6346054
11;33;0;0.6941605
11;34;1;0.7238617
11;35;2;0.2291565
12;36;1;0.2957916
12;37;2;0.9792633
12;38;0;1.548515
13;39;0;0.92173
13;40;2;1.746506
13;41;1;0.7818909
14;42;1;1.021606
14;43;0;1.054138
14;44;2;0.7102661
15;45;1;0.6719055
15;46;2;0.9176636
15;47;0;0.7249451
16;48;1;0.6038513
16;49;2;0.8896484
16;50;0;0.8209686
17;51;1;0.5889587
17;52;0;0.9031525
17;53;2;1.732819
18;54;0;1.040146
18;55;1;0.643692
18;56;2;0.7433777
19;57;2;1.470734
19;58;0;0.9923553
19;59;1;0.5172119
