BlockID;TrialID;Config;StopWatch
0;0;0;3.912792
0;1;2;1.705493
0;2;1;2.196771
1;3;0;2.183282
1;4;2;20.14409
1;5;1;1.544147
2;6;0;6.655811
2;7;2;4.119465
2;8;1;1.837685
3;9;0;3.836708
3;10;1;1.347607
3;11;2;9.487747
4;12;2;4.545483
4;13;0;0.7279434
4;14;1;3.329712
5;15;1;3.569351
5;16;2;2.549858
5;17;0;1.646843
6;18;0;2.103401
6;19;2;7.745667
6;20;1;1.446136
7;21;1;3.01844
7;22;0;2.675354
7;23;2;3.924362
8;24;2;1.658806
8;25;1;1.153053
8;26;0;1.259773
9;27;2;0.7224121
9;28;0;3.453285
9;29;1;3.066376
10;30;0;0.5780411
10;31;1;1.366425
10;32;2;22.6412
11;33;1;5.390091
11;34;0;1.681152
11;35;2;2.470062
12;36;2;1.488785
12;37;0;3.785599
12;38;1;1.356873
13;39;2;19.86008
13;40;1;1.906769
13;41;0;3.261536
14;42;1;0.8237152
14;43;2;1.376389
14;44;0;7.799484
15;45;2;1.088745
15;46;0;1.237045
15;47;1;0.6559753
16;48;1;1.214493
16;49;2;1.675766
16;50;0;5.104233
17;51;2;0.569931
17;52;0;1.143829
17;53;1;2.066483
18;54;0;0.6136322
18;55;1;1.725128
18;56;2;2.09198
19;57;1;1.995224
19;58;0;0.6217041
19;59;2;5.750427
