BlockID;TrialID;Config;DistanceFinal;PositionTargetX;PositionTargetY;PositionTargetZ;PositionFinalX;PositionFinalY;PositionFinalZ;RotationTarget;RotationFinal
0;0;3;1.2143;-0.5505;-0.8042;-1.4470;-1.5952;-1.4000;-1.6154;117.3899;117.3899
0;1;0;0.4328;-1.9366;-0.7606;3.0005;-2.2294;-0.7846;3.3183;144.8556;144.8556
0;2;4;0.4979;1.0700;-1.3716;2.0741;1.4006;-1.0003;2.1030;110.9054;110.9054
0;3;5;0.2983;-1.9966;1.0941;2.5006;-1.7084;1.0907;2.5772;76.57835;76.57835
0;4;1;0.1939;-1.2678;1.1114;1.3577;-1.4179;1.0176;1.2786;213.9397;213.9397
0;5;6;0.2978;-1.0295;1.3419;0.0493;-0.7383;1.4000;0.0722;222.8852;222.8852
0;6;2;1.3067;1.9495;0.5544;-3.4849;1.3407;-0.6017;-3.5000;14.4668;14.4668
1;7;6;0.0707;-2.9341;0.5135;-0.3322;-3.0000;0.4985;-0.3114;227.7755;227.7755
1;8;1;0.0589;-1.2672;1.3742;1.9516;-1.2162;1.4000;1.9376;127.3794;127.3794
1;9;3;0.4358;-1.8695;0.9568;-0.4508;-1.5127;1.2056;-0.4777;351.3207;351.3207
1;10;2;0.7086;-2.2357;-0.1409;-2.3991;-2.8134;-0.5183;-2.2379;302.3777;302.3777
1;11;5;0.4977;1.4977;0.9197;0.6647;1.1130;0.6296;0.5402;41.37958;41.37958
1;12;4;0.7704;-2.6899;0.4801;-0.8189;-2.2249;1.0797;-0.6857;320.5893;320.5893
1;13;0;0.6764;1.4542;0.1098;2.9944;1.9809;0.5343;2.9950;115.1361;115.1361
2;14;0;0.5384;0.5613;0.6283;1.7842;0.6786;1.1184;1.9738;17.95604;17.95604
2;15;4;0.3662;2.2295;-1.1230;-3.1627;2.0032;-1.4000;-3.2410;226.9746;226.9746
2;16;5;1.1774;-1.5798;-0.1955;-3.3465;-2.2570;-1.1463;-3.5000;222.3647;222.3647
2;17;3;0.1239;2.8146;1.2957;3.1440;2.7754;1.4000;3.1982;194.1872;194.1872
2;18;6;1.3165;0.2834;1.1576;-2.2406;-0.4779;0.0941;-2.0901;70.16251;70.16251
2;19;2;1.2282;-2.8470;1.2768;-0.9577;-1.6911;1.4000;-0.5609;28.48391;28.4839
2;20;1;0.5337;-1.0564;1.0944;-0.6418;-1.3974;0.6864;-0.6879;292.6521;292.6521
