BlockID;TrialID;Config;StopWatch
0;0;1;1,729774
0;1;2;0,6509614
0;2;0;0,5698884
1;3;1;0,8636434
1;4;0;0,4833965
1;5;2;0,5759101
2;6;2;0,6171007
2;7;0;0,6290655
2;8;1;0,7653179
3;9;2;0,8326101
3;10;0;0,876193
3;11;1;1,00611
4;12;0;0,7960186
4;13;1;0,7793045
4;14;2;0,8485031
5;15;1;2,976359
5;16;2;0,6755848
5;17;0;0,4862461
6;18;2;0,4333706
6;19;1;0,4320259
6;20;0;0,6045151
7;21;1;1,621572
7;22;2;0,6731777
7;23;0;1,854122
8;24;2;0,6417542
8;25;0;0,4716778
8;26;1;0,7911587
9;27;0;0,5352764
9;28;2;0,7355042
9;29;1;0,7995701
10;30;0;0,7576256
10;31;2;0,7074699
10;32;1;1,557873
11;33;1;0,685833
11;34;2;0,6265793
11;35;0;0,4797707
12;36;0;0,5353432
12;37;2;0,5402222
12;38;1;0,8224525
13;39;2;0,6710777
13;40;1;0,90131
13;41;0;0,5006676
14;42;2;0,6014748
14;43;0;0,6699104
14;44;1;0,6410561
15;45;0;0,4736366
15;46;2;1,056194
15;47;1;0,6234398
16;48;1;0,942318
16;49;0;0,4980965
16;50;2;0,5085106
17;51;0;0,4447327
17;52;1;0,4406624
17;53;2;0,5076637
18;54;0;0,373745
18;55;1;4,517174
18;56;2;0,6007156
19;57;1;0,693924
19;58;0;0,6473083
19;59;2;0,4882774
