BlockID;TrialID;Config;StopWatch
0;0;2;1,021493
0;1;0;0,9650532
0;2;1;1,539458
1;3;1;0,4082632
1;4;0;0,3916454
1;5;2;0,3994856
2;6;0;0,3991103
2;7;2;0,3130007
2;8;1;0,4168944
3;9;1;0,3511319
3;10;2;0,3878703
3;11;0;0,4475956
4;12;1;1,850802
4;13;0;0,4089851
4;14;2;0,3618813
5;15;1;0,4048462
5;16;2;0,3743763
5;17;0;0,8945866
6;18;2;0,3560781
6;19;1;0,4719629
6;20;0;0,5025187
7;21;2;0,3394899
7;22;0;0,3130112
7;23;1;0,3314514
8;24;0;0,4583187
8;25;2;0,3632698
8;26;1;0,2669525
9;27;0;0,3285198
9;28;1;0,3635063
9;29;2;0,282896
10;30;1;0,3825436
10;31;0;0,3899765
10;32;2;0,5281963
11;33;0;0,2924271
11;34;2;0,279356
11;35;1;0,4150448
12;36;1;0,2990341
12;37;0;0,5641575
12;38;2;0,5220604
13;39;1;0,420208
13;40;0;0,5669041
13;41;2;0,4470291
14;42;0;0,4208508
14;43;1;0,4233723
14;44;2;0,4538383
15;45;0;0,3414402
15;46;2;0,2996006
15;47;1;0,4333401
16;48;1;0,4001656
16;49;2;0,3626537
16;50;0;0,4189758
17;51;0;0,8364086
17;52;1;0,4265594
17;53;2;0,3664017
18;54;1;0,3018532
18;55;2;0,2718296
18;56;0;0,3192673
19;57;0;0,2781563
19;58;1;0,2722054
19;59;2;0,6124268
