BlockID;TrialID;Config;StopWatch
0;0;0;1,018594
0;1;1;1,156635
0;2;2;1,506527
1;3;1;1,124884
1;4;0;0,8244238
1;5;2;0,507513
2;6;2;0,6453238
2;7;1;0,8802919
2;8;0;0,7421007
3;9;1;2,287992
3;10;2;0,8585501
3;11;0;0,8742695
4;12;2;0,5004978
4;13;0;0,4774036
4;14;1;0,5703545
5;15;0;0,5197372
5;16;2;0,5216789
5;17;1;8,466709
6;18;2;0,6643181
6;19;1;0,8278713
6;20;0;0,5539112
7;21;2;0,6886425
7;22;1;0,7024956
7;23;0;0,5578003
8;24;1;0,5802307
8;25;0;0,6132202
8;26;2;0,5651817
9;27;2;0,5380821
9;28;0;0,4663887
9;29;1;0,5325584
10;30;2;0,2471199
10;31;1;0,03242493
10;32;0;0,08058548
11;33;2;0,5852928
11;34;1;0,4207115
11;35;0;0,5993958
12;36;2;0,606781
12;37;0;0,5990372
12;38;1;1,010105
13;39;0;0,7047882
13;40;1;3,024727
13;41;2;0,7099915
14;42;0;0,9863129
14;43;1;0,712162
14;44;2;0,9323044
15;45;1;0,7281303
15;46;0;0,5452309
15;47;2;0,5428619
16;48;0;0,4845924
16;49;1;0,4684486
16;50;2;0,538044
17;51;2;0,5472908
17;52;0;0,7608032
17;53;1;0,598671
18;54;0;0,5869141
18;55;2;0,5305367
18;56;1;0,7652817
19;57;1;0,6797523
19;58;0;0,50737
19;59;2;0,4945641
