BlockID;Config;StopWatch;AccDistance;AccAngle
0;0;9.128513;1.098077;93.44649
0;1;9.334747;1.12844;20.26169
0;2;18.97876;2.301507;24.49344
0;3;8.429962;1.110901;23.32539
0;4;18.313;2.336265;14.41344
