BlockID;TrialID;Config;DistanceFinal;PositionTargetX;PositionTargetY;PositionTargetZ;PositionFinalX;PositionFinalY;PositionFinalZ;RotationTarget;RotationFinal
0;0;0;2.1588;0.8781;1.2670;-3.2917;2.5560;0.4623;-2.1975;188.3175;188.3175
0;1;6;0.2339;-2.8526;-0.6807;-3.2524;-2.6443;-0.6569;-3.1487;180.3002;180.3002
0;2;4;0.2027;-2.6150;-1.0980;1.8578;-2.6980;-1.2654;1.9362;146.3506;146.3506
0;3;2;0.1326;2.5545;-1.3677;-1.1536;2.4783;-1.4000;-1.0500;108.986;108.986
0;4;3;0.4367;2.3601;-0.8070;-1.3778;2.1622;-1.1943;-1.4164;247.2342;247.2342
0;5;5;2.3429;1.0125;0.7779;0.0849;2.4046;-1.0589;-0.3362;121.7436;121.7436
0;6;1;0.3937;0.9893;-1.3853;0.7971;0.6469;-1.4000;0.9908;16.33199;16.33199
1;7;4;0.3040;-0.4791;0.3897;2.8241;-0.5867;0.1083;2.7833;54.68745;54.68745
1;8;0;0.1077;-1.0533;0.8014;-1.1629;-1.0659;0.7117;-1.2212;9.417901;9.417901
1;9;5;0.2289;0.2943;0.5819;-3.4218;0.4194;0.3904;-3.4297;129.6958;129.6958
1;10;3;2.7803;0.8847;-0.0738;-2.6309;-1.7926;0.1169;-1.9059;302.205;302.205
1;11;1;0.4183;0.9982;0.1661;0.4642;0.6241;-0.0209;0.4625;235.1484;235.1484
1;12;2;2.6752;1.1596;0.4747;-1.0845;-1.0805;0.9303;0.3051;90.77322;90.77322
1;13;6;0.1856;-1.3187;0.8341;1.1536;-1.4094;0.9682;1.2443;327.8257;327.8257
2;14;6;0.0594;1.8353;-1.0132;-0.4839;1.7997;-1.0578;-0.4675;294.0977;294.0977
2;15;3;2.2116;-0.6996;0.4889;-3.1585;-2.5003;0.3200;-1.8857;317.9478;317.9478
2;16;5;0.1208;0.9268;1.3532;2.1733;0.9877;1.4000;2.0800;14.87746;14.87746
2;17;0;4.0020;-2.5377;-0.6059;0.2906;-0.9422;-1.1569;-3.3380;89.16581;89.16581
2;18;1;0.9442;-0.1056;-0.4028;-2.2110;-0.5087;-0.9611;-2.8570;314.8737;314.8737
2;19;4;0.2184;-2.4614;-1.1900;3.2639;-2.2569;-1.2534;3.3071;239.1805;239.1805
2;20;2;0.0985;-2.5167;-0.1581;-3.4481;-2.4970;-0.0766;-3.5000;302.9025;302.9025
