BlockID;TrialID;Config;StopWatch;AccDistance;AccAngle
0;0;0;11.43315;1.453403;0
0;1;6;14.39521;1.929585;0
0;2;4;8.891171;0.8304155;0
0;3;2;6.024673;0.555277;0
0;4;3;12.64803;1.467355;0
0;5;5;7.167458;0.5922431;0
0;6;1;11.94931;1.094551;0
1;7;4;8.338486;1.263834;0
1;8;0;6.832092;0.6409994;0
1;9;5;7.426262;0.8227382;0
1;10;3;12.41595;1.58388;0
1;11;1;5.03685;0.4036621;0
1;12;2;4.285141;0.5003076;0
1;13;6;7.165024;0.663355;0
2;14;6;9.804535;1.026859;0
2;15;3;5.845184;0.6119416;0
2;16;5;6.235016;0.9940132;0
2;17;0;4.722809;0.5056313;0
2;18;1;8.610001;1.208358;0
2;19;4;9.051254;1.031282;0
2;20;2;6.485626;0.4799562;0
