BlockID;TrialID;Config;StopWatch
0;0;1;1.578766
0;1;2;1.721645
0;2;0;1.473541
1;3;2;1.226059
1;4;1;0.9443016
1;5;0;3.504551
2;6;1;1.307049
2;7;2;2.137608
2;8;0;1.51368
3;9;0;1.38588
3;10;1;0.9564133
3;11;2;1.718887
4;12;1;1.145237
4;13;2;1.503605
4;14;0;1.334824
5;15;2;0.7652588
5;16;1;1.310158
5;17;0;1.442535
6;18;2;2.628304
6;19;1;1.345627
6;20;0;1.03614
7;21;0;0.892128
7;22;2;1.694221
7;23;1;1.102264
8;24;1;1.132813
8;25;0;1.183548
8;26;2;0.9749222
9;27;2;1.283043
9;28;1;1.105232
9;29;0;1.437233
10;30;2;3.400314
10;31;1;0.9515076
10;32;0;2.078796
11;33;2;1.557373
11;34;1;1.326294
11;35;0;0.8636475
12;36;1;1.240746
12;37;2;2.706085
12;38;0;1.291901
13;39;1;1.075981
13;40;0;0.9130325
13;41;2;1.351921
14;42;0;1.113777
14;43;2;1.343094
14;44;1;0.9412308
15;45;1;1.157471
15;46;2;1.280724
15;47;0;1.481812
16;48;1;1.007271
16;49;2;2.34462
16;50;0;1.765114
17;51;0;1.275078
17;52;1;0.7093353
17;53;2;1.237236
18;54;0;2.519257
18;55;2;0.8599091
18;56;1;1.13369
19;57;2;1.400711
19;58;0;0.8271332
19;59;1;1.414177
