BlockID;Config;StopWatch;AccDistance;AccAngle
0;0;4.912315;1.110322;0
0;1;4.234261;1.066835;0
0;2;6.531834;1.143076;0
0;3;3.908474;0.8618293;0
0;4;7.840767;1.437222;0
