BlockID;TrialID;Config;DistanceFinal;PositionTargetX;PositionTargetY;PositionTargetZ;PositionFinalX;PositionFinalY;PositionFinalZ;RotationTarget;RotationFinal
0;0;3;0.7977;2.9146;-0.7315;-2.1476;3.0289;-0.0591;-2.5614;128.3779;128.3779
0;1;0;4.3658;1.0732;-0.0523;1.4168;-2.9931;-0.8229;2.8066;296.5854;296.5854
0;2;4;0.5296;1.5387;-0.4326;-0.0128;1.5304;-0.9620;-0.0013;223.7705;223.7705
0;3;6;4.6197;-1.6438;1.3465;2.5796;2.6218;-0.3828;2.1843;175.7093;175.7093
0;4;1;2.6589;-0.4617;1.2292;-0.1840;-1.6772;-0.7615;-1.4605;340.4312;340.4312
0;5;5;0.2983;-1.5895;-0.7799;0.7236;-1.3215;-0.6523;0.6945;211.2203;211.2203
0;6;2;1.1241;-1.2744;1.2923;3.3497;-1.2603;0.1756;3.4776;191.3489;191.3489
1;7;0;4.2195;-1.0386;-0.8594;-1.5856;2.7983;-0.5811;-3.3190;191.7701;191.7701
1;8;5;0.2848;-0.2871;1.0864;-2.8172;-0.2070;0.8369;-2.9288;172.9268;172.9268
1;9;4;3.9088;-2.8001;-0.6703;-1.2852;-1.1732;-0.0587;2.2160;257.6692;257.6692
1;10;1;2.9769;-1.2589;0.8454;-0.8104;1.2140;-0.0949;-2.1753;92.74489;92.74489
1;11;6;0.8139;1.2600;-1.0325;-3.3511;1.4186;-0.2380;-3.2737;252.7493;252.7493
1;12;3;0.7302;-2.3501;0.0500;-1.8910;-2.1429;0.6941;-1.6164;126.3712;126.3712
1;13;2;2.5298;0.5655;0.5991;0.3031;2.3471;-1.1884;0.4791;230.9165;230.9165
2;14;5;0.4876;-0.8648;-0.8360;3.3701;-0.7711;-1.2579;3.1444;323.7682;323.7682
2;15;3;1.7885;-2.9122;0.9812;1.0629;-3.1963;-0.7753;0.8822;87.62177;87.62177
2;16;6;1.0944;-2.2567;-0.7955;-1.0657;-1.9929;0.2548;-1.2237;231.2119;231.2119
2;17;0;1.5114;1.9939;0.0821;2.9183;1.6711;-1.3832;3.1003;98.44328;98.44328
2;18;1;2.4224;0.0474;0.1304;-0.9679;-0.1584;-0.9681;-3.1170;328.2755;328.2755
2;19;4;0.4297;-2.6479;-0.4064;1.0581;-2.2270;-0.4864;1.0903;180.8573;180.8573
2;20;2;4.3299;-0.7373;-1.0872;-1.4607;2.7538;-0.6866;1.0691;95.76711;95.76711
