BlockID;TrialID;Config;DistanceFinal;PositionTargetX;PositionTargetY;PositionTargetZ;PositionFinalX;PositionFinalY;PositionFinalZ;RotationTarget;RotationFinal
0;0;0;3.7712;2.1158;1.1823;0.4590;-1.3792;0.5372;-0.8021;156.1933;156.1933
0;1;4;0.2894;2.2057;-0.0566;0.1403;2.4678;0.0660;0.1445;116.8071;116.8071
0;2;1;2.8323;0.5820;0.4420;1.0360;-1.7884;-1.1055;1.1292;175.0865;175.0865
0;3;6;0.1875;-0.1509;-1.3299;2.2762;0.0130;-1.2449;2.2433;151.3387;151.3387
0;4;5;4.4957;-2.4912;-1.2723;1.6259;-1.2327;0.2728;-2.4040;123.695;123.695
0;5;2;0.0804;1.0655;0.1787;2.3205;1.0655;0.1779;2.4010;21.29369;21.29369
0;6;3;0.3854;-2.5720;-1.0623;-1.1947;-2.4064;-0.7143;-1.2050;205.6513;205.6513
1;7;2;4.2379;1.5809;-0.9774;0.8527;-2.0151;-1.1410;3.0890;240.2025;240.2025
1;8;6;0.0422;2.6057;-0.6083;-0.4623;2.5773;-0.6260;-0.4880;55.48525;55.48525
1;9;5;1.4288;-2.9324;-0.1224;1.7807;-2.1475;-0.1744;2.9735;79.21233;79.21233
1;10;1;1.8581;0.3965;-0.9968;1.1968;0.4153;0.5309;2.2544;125.1252;125.1252
1;11;0;0.2014;1.4244;1.0255;1.1426;1.5866;0.9389;1.0603;233.7834;233.7834
1;12;4;0.1028;-2.5789;-1.0220;2.1744;-2.4890;-1.0718;2.1758;181.2207;181.2207
1;13;3;0.2544;-2.6729;-0.4023;3.3121;-2.6579;-0.6395;3.4030;342.011;342.011
2;14;5;0.1403;-1.8979;0.8931;-2.5790;-1.9408;0.7795;-2.5087;316.4392;316.4392
2;15;3;2.1962;-2.8775;1.0766;0.1740;-2.3463;1.4000;-1.9323;156.5573;156.5573
2;16;4;0.1996;-2.1631;0.2898;0.3436;-2.1249;0.1064;0.2749;254.8068;254.8068
2;17;2;4.4451;0.1720;-0.4415;-1.0073;1.9047;-0.0580;3.0681;293.6017;293.6017
2;18;6;0.2069;-1.0469;1.1181;1.5831;-0.9582;1.2877;1.6617;224.5387;224.5387
2;19;1;1.9045;0.7869;1.0267;3.4837;-1.0481;0.6920;3.0987;93.81841;93.81841
2;20;0;6.4996;-0.7951;1.3597;-2.2354;2.8929;-0.9770;2.5795;251.3586;251.3586
