BlockID;TrialID;Config;StopWatch;AccDistance;AccAngle
0;0;0;6.311222;0.8697221;0
0;1;4;3.679998;0.6154479;0
0;2;1;4.079048;0.3495619;0
0;3;6;3.680267;0.427342;0
0;4;5;5.26144;0.9718509;0
0;5;2;2.76964;0.4308018;0
0;6;3;4.489853;0.4707348;0
1;7;2;4.459072;0.6910909;0
1;8;6;4.720894;0.4860646;0
1;9;5;5.414059;0.6168172;0
1;10;1;3.945549;0.3993745;0
1;11;0;4.723137;0.6159068;0
1;12;4;5.83448;0.6581415;0
1;13;3;4.125076;0.6784495;0
2;14;5;3.847389;0.7734221;0
2;15;3;3.213966;0.5395809;0
2;16;4;4.584488;0.6466419;0
2;17;2;3.568192;0.3686393;0
2;18;6;5.910927;0.8002355;0
2;19;1;6.116508;0.5677014;0
2;20;0;4.657921;0.8204434;0
