BlockID;TrialID;Config;StopWatch
0;0;0;0,4528151
0;1;2;0,4895554
0;2;1;5,232187
1;3;2;1,040329
1;4;1;0,4011211
1;5;0;0,5091667
2;6;1;0,6446075
2;7;0;0,5519543
2;8;2;0,5391102
3;9;1;0,7591133
3;10;2;0,5793877
3;11;0;0,6538868
4;12;2;0,621376
4;13;1;0,5595684
4;14;0;0,4497299
5;15;2;0,5323677
5;16;1;0,4098816
5;17;0;0,4242439
6;18;2;0,4059372
6;19;0;0,3926125
6;20;1;0,6742001
7;21;0;0,368454
7;22;1;0,3943024
7;23;2;1,123817
8;24;1;0,8480129
8;25;0;0,5223198
8;26;2;0,5328102
9;27;0;0,4836178
9;28;1;0,647049
9;29;2;0,4941025
10;30;1;0,9219284
10;31;0;0,5316467
10;32;2;0,7682037
11;33;2;0,4759865
11;34;1;0,4932327
11;35;0;0,4403763
12;36;0;0,6767883
12;37;1;0,8746643
12;38;2;0,5394745
13;39;2;0,5169334
13;40;1;0,4741364
13;41;0;0,3914795
14;42;0;0,391613
14;43;2;0,4662781
14;44;1;0,3911972
15;45;0;0,374752
15;46;2;0,5113907
15;47;1;0,2964935
16;48;1;3,604252
16;49;0;0,7348518
16;50;2;0,5130844
17;51;1;0,497448
17;52;0;0,3372879
17;53;2;0,4895592
18;54;1;0,3934364
18;55;0;0,4044151
18;56;2;0,4033737
19;57;2;0,5350227
19;58;0;0,445652
19;59;1;0,877079
