BlockID;TrialID;Config;StopWatch
0;0;0;0,6612979
0;1;2;0,555392
0;2;1;0,8171724
1;3;1;1,295959
1;4;0;0,9472427
1;5;2;0,5072989
2;6;1;0,5006275
2;7;0;0,3720636
2;8;2;0,450201
3;9;1;0,3968296
3;10;0;0,4440904
3;11;2;0,4424019
4;12;1;0,4274921
4;13;2;0,5598335
4;14;0;0,4972973
5;15;1;0,4121275
5;16;2;0,4859047
5;17;0;0,4252777
6;18;1;0,7914686
6;19;2;0,745223
6;20;0;0,458045
7;21;2;0,4097414
7;22;0;0,2710934
7;23;1;1,10928
8;24;0;0,5684032
8;25;2;0,4018669
8;26;1;0,4028091
9;27;1;0,4268608
9;28;0;0,4063702
9;29;2;0,4524193
10;30;0;0,4286633
10;31;2;0,5322666
10;32;1;0,6523819
11;33;1;0,5804405
11;34;0;0,491993
11;35;2;0,4754333
12;36;1;0,493269
12;37;2;0,4751225
12;38;0;0,502346
13;39;0;0,7366657
13;40;1;0,4392242
13;41;2;0,4624214
14;42;0;0,4563179
14;43;1;0,3992138
14;44;2;0,5314693
15;45;2;0,3999081
15;46;1;0,4917011
15;47;0;0,4327908
16;48;1;0,5746727
16;49;2;0,5021667
16;50;0;0,7378521
17;51;0;0,5079155
17;52;2;0,7954445
17;53;1;0,4479027
18;54;2;0,5387802
18;55;1;0,5693741
18;56;0;0,5483131
19;57;2;0,4795647
19;58;1;0,4203682
19;59;0;0,4785995
