BlockID;Frame;StopWatch;PosX;PosY;PosZ
0;0;0.01407051;-2.5519;0.1880;2.7560
0;1;0.04354286;-2.5519;0.1880;2.7560
0;2;0.06689262;-2.5519;0.1880;2.7560
0;3;0.09123611;-2.5519;0.1880;2.7560
0;4;0.1134949;-2.5519;0.1880;2.7560
0;5;0.1368694;-2.5519;0.1880;2.7560
0;6;0.1615887;-2.5519;0.1880;2.7560
0;7;0.1854534;-2.5519;0.1880;2.7560
0;8;0.2100296;-2.5519;0.1880;2.7560
0;9;0.2367382;-2.5519;0.1880;2.7560
0;10;0.2610073;-2.5519;0.1880;2.7560
0;11;0.2840481;-2.5519;0.1880;2.7560
0;12;0.3092937;-2.5519;0.1880;2.7560
0;13;0.3328533;-2.5519;0.1880;2.7560
0;14;0.3582058;-2.5519;0.1880;2.7560
0;15;0.3836517;-2.5519;0.1880;2.7560
0;16;0.4074478;-2.5519;0.1880;2.7560
0;17;0.4296761;-2.5519;0.1880;2.7560
0;18;0.454689;-2.5519;0.1880;2.7560
0;19;0.4790859;-2.5519;0.1880;2.7560
0;20;0.5016747;-2.5519;0.1880;2.7560
0;21;0.5262203;-2.5519;0.1880;2.7560
0;22;0.5501213;-2.5519;0.1880;2.7560
0;23;0.5741405;-2.5519;0.1880;2.7560
0;24;0.5959644;-2.5519;0.1880;2.7560
0;25;0.6201611;-2.5519;0.1880;2.7560
0;26;0.650444;-2.5519;0.1880;2.7560
0;27;0.6748581;-2.5519;0.1880;2.7560
0;28;0.699625;-2.5519;0.1880;2.7560
0;29;0.7256088;-2.5519;0.1880;2.7560
0;30;0.7494621;-2.5519;0.1880;2.7560
0;31;0.7740707;-2.5519;0.1880;2.7560
0;32;0.7963543;-2.5519;0.1880;2.7560
0;33;0.8201866;-2.5519;0.1880;2.7560
0;34;0.8446503;-2.5519;0.1880;2.7560
0;35;0.8687496;-2.5519;0.1880;2.7560
0;36;0.8941898;-2.5519;0.1880;2.7560
0;37;0.9178715;-2.5519;0.1880;2.7560
0;38;0.9423122;-2.5519;0.1880;2.7560
0;39;0.9651127;-2.5519;0.1880;2.7560
0;40;0.9910965;-2.5519;0.1880;2.7560
0;41;1.013512;-2.5519;0.1880;2.7560
0;42;1.04178;-2.5519;0.1880;2.7560
0;43;1.065487;-2.5519;0.1880;2.7560
0;44;1.091167;-2.5519;0.1880;2.7560
0;45;1.115427;-2.5519;0.1880;2.7560
0;46;1.139771;-2.5519;0.1880;2.7560
0;47;1.162813;-2.5519;0.1880;2.7560
0;48;1.187616;-2.5519;0.1880;2.7560
0;49;1.212267;-2.5519;0.1880;2.7560
0;50;1.235649;-2.5519;0.1880;2.7560
0;51;1.26037;-2.5519;0.1880;2.7560
0;52;1.28507;-2.5519;0.1880;2.7560
0;53;1.31015;-2.5519;0.1880;2.7560
0;54;1.333618;-2.5519;0.1880;2.7560
0;55;1.358534;-2.5519;0.1880;2.7560
0;56;1.38315;-2.5519;0.1880;2.7560
0;57;1.409193;-2.5519;0.1880;2.7560
0;58;1.433607;-2.5519;0.1880;2.7560
0;59;1.458872;-2.5519;0.1880;2.7560
0;60;1.481928;-2.5519;0.1880;2.7560
0;61;1.505354;-2.5519;0.1880;2.7560
0;62;1.529634;-2.5519;0.1880;2.7560
0;63;1.556314;-2.5519;0.1880;2.7560
0;64;1.57946;-2.5519;0.1880;2.7560
0;65;1.604527;-2.5519;0.1880;2.7560
0;66;1.62891;-2.5519;0.1880;2.7560
0;67;1.654589;-2.5519;0.1880;2.7560
0;68;1.681786;-2.5519;0.1880;2.7560
0;69;1.706511;-2.5519;0.1880;2.7560
0;70;1.729895;-2.5519;0.1880;2.7560
0;71;1.75658;-2.5519;0.1880;2.7560
0;72;1.781618;-2.5519;0.1880;2.7560
0;73;1.809067;-2.5519;0.1880;2.7560
0;74;1.83378;-2.5519;0.1880;2.7560
0;75;1.858456;-2.5519;0.1880;2.7560
0;76;1.880188;-2.5519;0.1880;2.7560
0;77;1.907017;-2.5519;0.1880;2.7560
0;78;1.929428;-2.5519;0.1880;2.7560
0;79;1.954506;-2.5519;0.1880;2.7560
0;80;1.977987;-2.5519;0.1880;2.7560
0;81;2.00145;-2.5519;0.1880;2.7560
0;82;2.025919;-2.5519;0.1880;2.7560
0;83;2.050884;-2.5519;0.1880;2.7560
0;84;2.075216;-2.5519;0.1880;2.7560
0;85;2.100338;-2.5519;0.1880;2.7560
0;86;2.125719;-2.5519;0.1880;2.7560
0;87;2.150223;-2.5519;0.1880;2.7560
0;88;2.175877;-2.5519;0.1880;2.7560
0;89;2.200163;-2.5519;0.1880;2.7560
0;90;2.224638;-2.5519;0.1880;2.7560
0;91;2.249731;-2.5519;0.1880;2.7560
0;92;2.275288;-2.5519;0.1880;2.7560
0;93;2.299707;-2.5519;0.1880;2.7560
0;94;2.324089;-2.5519;0.1880;2.7560
0;95;2.34634;-2.5519;0.1880;2.7560
0;96;2.374044;-2.5519;0.1880;2.7560
0;97;2.396198;-2.5519;0.1880;2.7560
0;98;2.423218;-2.5519;0.1880;2.7560
0;99;2.446493;-2.5519;0.1880;2.7560
0;100;2.471502;-2.5519;0.1880;2.7560
0;101;2.495918;-2.5519;0.1880;2.7560
0;102;2.52075;-2.5519;0.1880;2.7560
0;103;2.544519;-2.5519;0.1880;2.7560
0;104;2.569778;-2.5519;0.1880;2.7560
0;105;2.596115;-2.5519;0.1880;2.7560
0;106;2.621595;-2.5519;0.1880;2.7560
0;107;2.648714;-2.5519;0.1880;2.7560
0;108;2.676384;-2.5519;0.1880;2.7560
0;109;2.700253;-2.5519;0.1880;2.7560
0;110;2.726326;-2.5519;0.1880;2.7560
0;111;2.753382;-2.5519;0.1880;2.7560
0;112;2.779106;-2.5519;0.1880;2.7560
0;113;2.804121;-2.5519;0.1880;2.7560
0;114;2.832371;-2.5519;0.1880;2.7560
0;115;2.860292;-2.5519;0.1880;2.7560
0;116;2.886606;-2.5519;0.1880;2.7560
0;117;2.910168;-2.5519;0.1880;2.7560
0;118;2.937159;-2.5519;0.1880;2.7560
0;119;2.960804;-2.5519;0.1880;2.7560
0;120;2.988417;-2.5519;0.1880;2.7560
0;121;3.012995;-2.5519;0.1880;2.7560
0;122;3.038263;-2.5519;0.1880;2.7560
0;123;3.066826;-2.5629;-0.0916;2.8550
0;124;3.095625;-2.4859;-0.1890;2.8566
0;125;3.125845;-2.4932;-0.2135;2.8977
0;126;3.149305;-2.4932;-0.2135;2.8977
0;127;3.177769;-2.5186;-0.3020;2.9326
0;128;3.206537;-2.5303;-0.3449;2.9012
0;129;3.23428;-2.4719;-0.4910;2.8573
0;130;3.258858;-2.4719;-0.4910;2.8573
0;131;3.287495;-2.5052;-0.4953;2.8488
0;132;3.315947;-2.5279;-0.5024;2.8985
0;133;3.345167;-2.5427;-0.5434;2.8874
0;134;3.369825;-2.5427;-0.5434;2.8874
0;135;3.397015;-2.5417;-0.6011;2.8810
0;136;3.42551;-2.5026;-0.6884;2.8850
0;137;3.449348;-2.5026;-0.6884;2.8850
0;138;3.478594;-2.5858;-0.7738;2.8153
0;139;3.501293;-2.5858;-0.7738;2.8153
0;140;3.531506;-2.5149;-0.8269;2.8477
0;141;3.562883;-2.4772;-0.8394;2.8321
0;142;3.594379;-2.4283;-0.8471;2.9172
0;143;3.618382;-2.4283;-0.8471;2.9172
0;144;3.650188;-2.4257;-0.8854;2.9231
0;145;3.679211;-2.3248;-0.8567;2.9786
0;146;3.708956;-2.3384;-0.8441;2.9829
0;147;3.734463;-2.3384;-0.8441;2.9829
0;148;3.766157;-2.1083;-0.8815;2.9449
0;149;3.798613;-2.0747;-0.9141;2.9804
0;150;3.823616;-2.0747;-0.9141;2.9804
0;151;3.85421;-2.0087;-0.9831;3.0689
0;152;3.884399;-1.9766;-1.0692;3.0065
0;153;3.913538;-1.9518;-1.2313;2.8963
0;154;3.937769;-1.9518;-1.2313;2.8963
0;155;3.965631;-1.8330;-1.0654;2.8925
0;156;3.995293;-1.6885;-0.9734;2.9743
0;157;4.020609;-1.6885;-0.9734;2.9743
0;158;4.044361;-1.6885;-0.9734;2.9743
0;159;4.071646;-1.6127;-0.9041;2.9652
0;160;4.100498;-1.6683;-0.8662;2.9495
0;161;4.128885;-1.5776;-0.7921;2.9791
0;162;4.153286;-1.5776;-0.7921;2.9791
0;163;4.182556;-1.6168;-0.5894;3.0546
0;164;4.211313;-1.5512;-0.4017;3.0594
0;165;4.234148;-1.5512;-0.4017;3.0594
0;166;4.263016;-1.5250;-0.4434;3.1109
0;167;4.291979;-1.3894;-0.4788;3.0597
0;168;4.323662;-1.0125;-0.9729;3.0114
0;169;4.347485;-1.0125;-0.9729;3.0114
0;170;4.377151;-0.9780;-1.0444;2.8030
0;171;4.404776;-0.8509;-1.0167;2.8204
0;172;4.429623;-0.8509;-1.0167;2.8204
0;173;4.458887;-0.9262;-0.9070;2.7291
0;174;4.485004;-0.7060;-0.8531;2.7691
0;175;4.508924;-0.7060;-0.8531;2.7691
0;176;4.536579;-0.5629;-0.8252;2.7765
0;177;4.559624;-0.5629;-0.8252;2.7765
0;178;4.585594;-0.5629;-0.8252;2.7765
0;179;4.612928;-0.4302;-0.4800;2.7691
0;180;4.64126;-0.3931;-0.4896;2.7880
0;181;4.663214;-0.3931;-0.4896;2.7880
0;182;4.693222;-0.1256;-0.7773;2.7379
0;183;4.721827;-0.1290;-0.6116;2.7873
0;184;4.757175;0.0848;-0.6527;2.7846
0;185;4.779509;0.0848;-0.6527;2.7846
0;186;4.80887;0.0627;-0.7732;2.6820
0;187;4.837963;0.1980;-0.7628;2.6837
0;188;4.865414;0.1745;-0.6914;2.7304
0;189;4.888308;0.1745;-0.6914;2.7304
0;190;4.916328;0.4103;-0.7575;2.7052
0;191;4.941643;0.4103;-0.7575;2.7052
0;192;4.969976;0.4938;-0.5009;2.7650
0;193;4.99382;0.4938;-0.5009;2.7650
0;194;5.021599;0.6955;-0.8685;2.6934
0;195;5.045183;0.6955;-0.8685;2.6934
0;196;5.074192;0.7907;-0.8896;2.6985
0;197;5.100786;0.7710;-0.9314;2.7368
0;198;5.125063;0.7710;-0.9314;2.7368
0;199;5.151648;0.7485;-0.6511;2.8285
0;200;5.175503;0.7485;-0.6511;2.8285
0;201;5.204308;0.9848;-0.7000;2.6761
0;202;5.227528;0.9848;-0.7000;2.6761
0;203;5.2568;1.0013;-0.7003;2.7372
0;204;5.284616;1.1821;-0.8914;2.6119
0;205;5.312679;1.2706;-0.8347;2.6726
0;206;5.337095;1.2706;-0.8347;2.6726
0;207;5.365108;1.2705;-0.7242;2.6591
0;208;5.39547;1.4175;-0.6592;2.6659
0;209;5.41902;1.4175;-0.6592;2.6659
0;210;5.446518;1.4759;-0.4847;2.6943
0;211;5.471394;1.4759;-0.4847;2.6943
0;212;5.499502;1.7037;-0.6652;2.6281
0;213;5.524284;1.7037;-0.6652;2.6281
0;214;5.55205;1.7379;-0.6306;2.5834
0;215;5.579456;1.8019;-0.6350;2.4195
0;216;5.603842;1.8019;-0.6350;2.4195
0;217;5.631138;1.7987;-0.5634;2.4096
0;218;5.659769;2.0421;-0.8809;2.3227
0;219;5.684061;2.0421;-0.8809;2.3227
0;220;5.71209;2.0379;-1.0735;2.2848
0;221;5.741728;2.0014;-1.0911;2.2974
0;222;5.765726;2.0014;-1.0911;2.2974
0;223;5.799635;2.0614;-0.8870;2.1072
0;224;5.8272;2.2992;-0.9249;2.1027
0;225;5.857178;2.3014;-0.9108;1.9181
0;226;5.884342;2.3003;-0.8845;1.9215
0;227;5.909273;2.3003;-0.8845;1.9215
0;228;5.937189;2.2908;-0.9734;1.7362
0;229;5.961206;2.2908;-0.9734;1.7362
0;230;5.985628;2.2908;-0.9734;1.7362
0;231;6.012659;2.3373;-0.9749;1.3373
0;232;6.036396;2.3373;-0.9749;1.3373
0;233;6.064178;2.3807;-0.9368;1.1054
0;234;6.093277;2.3466;-1.0228;1.1333
0;235;6.120249;2.3667;-0.9974;0.9091
0;236;6.143854;2.3667;-0.9974;0.9091
0;237;6.174236;2.3787;-1.0770;0.8596
0;238;6.196367;2.3787;-1.0770;0.8596
0;239;6.225353;2.3566;-1.0477;0.5828
0;240;6.254238;2.3661;-1.0890;0.3565
0;241;6.281981;2.3741;-1.1138;0.2765
0;242;6.311249;2.3894;-1.1369;0.2013
0;243;6.336048;2.3894;-1.1369;0.2013
0;244;6.365179;2.3916;-1.2687;0.2728
0;245;6.396732;2.3766;-1.0790;-0.1369
0;246;6.42561;2.4923;-1.2596;-0.1551
0;247;6.449299;2.4923;-1.2596;-0.1551
0;248;6.477823;2.5432;-1.3732;-0.4812
0;249;6.502327;2.5432;-1.3732;-0.4812
0;250;6.529659;2.5972;-1.4629;-0.8376
0;251;6.55415;2.5972;-1.4629;-0.8376
0;252;6.582981;2.6177;-1.4733;-0.8222
0;253;6.611273;2.6743;-1.2562;-1.4498
0;254;6.638935;2.6701;-1.2298;-1.8196
0;255;6.663061;2.6701;-1.2298;-1.8196
0;256;6.691999;2.6347;-1.2057;-1.8609
0;257;6.721962;2.6184;-1.3103;-2.0379
0;258;6.746048;2.6184;-1.3103;-2.0379
0;259;6.774664;2.6524;0.1833;-2.0116
0;260;6.804953;2.8175;0.2282;-2.0772
0;261;6.829168;2.8175;0.2282;-2.0772
0;262;6.860043;2.7226;0.3527;-2.3010
0;263;6.884731;2.7226;0.3527;-2.3010
0;264;6.908552;2.7226;0.3527;-2.3010
0;265;6.937531;2.8428;-0.8744;-2.6124
0;266;6.966274;2.8984;-0.4592;-2.5805
0;267;6.988853;2.8984;-0.4592;-2.5805
0;268;7.018011;2.8860;-0.5623;-2.8699
0;269;7.043819;2.9505;-0.7179;-2.9294
0;270;7.071663;3.0460;-0.7893;-3.3226
0;271;7.095417;3.0460;-0.7893;-3.3226
0;272;7.12508;3.0500;-1.1860;-3.6718
0;273;7.151749;3.1242;-1.3749;-3.9625
0;274;7.175381;3.1242;-1.3749;-3.9625
0;275;7.204237;3.1836;-1.4750;-4.0837
0;276;7.23159;3.2265;-1.5878;-4.2020
0;277;7.259991;3.1775;-1.2271;-4.4614
0;278;7.284313;3.1775;-1.2271;-4.4614
0;279;7.318672;3.2700;-0.7495;-4.7815
0;280;7.349148;3.2037;-0.4872;-4.6857
0;281;7.382545;3.2747;0.1042;-4.7675
0;282;7.405878;3.2747;0.1042;-4.7675
0;283;7.433264;2.9560;1.6975;-4.0905
0;284;7.457399;2.5050;2.3643;-3.8783
0;285;7.479412;2.5050;2.3643;-3.8783
0;286;7.503101;2.5050;2.3643;-3.8783
0;287;7.527002;2.4192;2.7503;-3.1624
0;288;7.552481;2.0171;3.6405;-2.9408
0;289;7.576895;1.9681;3.9611;-1.8275
0;290;7.600927;1.9681;3.9611;-1.8275
0;291;7.624443;1.6997;5.7854;-1.4138
0;292;7.645432;1.6997;5.7854;-1.4138
0;293;7.669298;1.8004;6.7257;-0.0259
0;294;7.690847;1.8004;6.7257;-0.0259
0;295;7.711828;1.8004;6.7257;-0.0259
0;296;7.735802;1.5816;8.1673;1.3830
0;297;7.760023;2.0216;7.4099;1.1783
0;298;7.784948;2.0216;7.4099;1.1783
0;299;7.807751;2.4461;7.0272;2.5399
0;300;7.82851;2.4461;7.0272;2.5399
0;301;7.852581;2.1770;18.1474;-54.5091
0;302;7.875483;2.1770;18.1474;-54.5091
0;303;7.896708;2.1770;18.1474;-54.5091
0;304;7.920519;2.1770;18.1474;-54.5091
0;305;7.942907;2.1770;18.1474;-54.5091
0;306;7.966156;2.1770;18.1474;-54.5091
0;307;7.988979;2.1770;18.1474;-54.5091
0;308;8.011221;2.1770;18.1474;-54.5091
0;309;8.034361;2.1770;18.1474;-54.5091
0;310;8.055283;2.1770;18.1474;-54.5091
0;311;8.077745;2.1770;18.1474;-54.5091
0;312;8.101406;2.1770;18.1474;-54.5091
0;313;8.123512;2.1770;18.1474;-54.5091
0;314;8.145149;2.1770;18.1474;-54.5091
0;315;8.16951;4.2867;7.7067;4.2538
0;316;8.192249;4.2867;7.7067;4.2538
0;317;8.216366;4.3904;7.6745;4.3613
0;318;8.239216;4.3904;7.6745;4.3613
0;319;8.263443;4.5130;7.6344;4.3404
0;320;8.288631;4.5130;7.6344;4.3404
0;321;8.315416;4.5345;7.6108;4.4048
0;322;8.342854;4.6157;7.6347;4.4306
0;323;8.36422;4.6157;7.6347;4.4306
