BlockID;TrialID;Config;StopWatch
0;0;0;1,053729
0;1;1;0,5529277
0;2;2;0,5123472
0;3;3;0,5011277
0;4;4;2,327346
0;5;5;0,4684997
0;6;6;0,5290008
0;7;7;0,5497718
0;8;8;0,5694418
0;9;9;0,6390219
0;10;10;1,921988
0;11;11;0,7727575
0;12;12;0,7505989
0;13;13;0,6532335
0;14;14;0,5604277
0;15;15;0,6271448
0;16;16;1,049008
0;17;17;0,7084255
0;18;18;0,8476582
0;19;19;0,5969219
0;20;20;0,5237942
0;21;21;0,5895462
0;22;22;0,6235275
0;23;23;0,5764275
0;24;24;0,5506725
0;25;25;0,4978886
0;26;26;0,4741554
0;27;27;0,4566059
0;28;28;0,4675064
0;29;29;0,6104183
0;30;30;0,506155
0;31;31;0,4782104
0;32;32;0,4321384
0;33;33;0,5362663
0;34;34;0,4251556
0;35;35;0,4390965
0;36;36;0,4251308
0;37;37;0,4768848
0;38;38;0,4789658
0;39;39;0,5099583
0;40;40;0,4516506
0;41;41;0,4904099
0;42;42;0,4438171
0;43;43;0,6022415
0;44;44;0,4685326
1;45;0;0,5515289
1;46;1;0,5475807
1;47;2;0,6139717
1;48;3;4,873241
1;49;4;0,814724
1;50;5;0,7860069
1;51;6;0,7886276
1;52;7;1,135063
1;53;8;0,8645401
1;54;9;2,507927
1;55;10;1,188564
1;56;11;0,7376823
1;57;12;0,6193504
1;58;13;0,5943069
1;59;14;0,6179657
1;60;15;0,6237183
1;61;16;0,699688
1;62;17;0,6956749
1;63;18;0,7218819
1;64;19;0,6951942
1;65;20;0,6392288
1;66;21;0,761322
1;67;22;0,5539398
1;68;23;0,7682571
1;69;24;0,4778061
1;70;25;0,5639076
1;71;26;0,4615517
1;72;27;0,4943733
1;73;28;0,4811325
1;74;29;0,4984665
1;75;30;0,4970818
1;76;31;0,4699631
1;77;32;0,6002808
1;78;33;0,5309372
1;79;34;0,534111
1;80;35;0,4844055
1;81;36;0,4757614
1;82;37;0,4754257
1;83;38;0,4697189
1;84;39;0,5108185
1;85;40;0,4966125
1;86;41;0,4609299
1;87;42;0,4530029
1;88;43;0,5024643
1;89;44;0,5127335
2;90;0;1,013046
2;91;1;0,3611679
2;92;2;0,3859787
2;93;3;0,3752136
2;94;4;0,3722
2;95;5;0,4652634
2;96;6;0,4973602
2;97;7;0,4057083
2;98;8;0,3911667
2;99;9;0,3967896
2;100;10;0,3817062
2;101;11;0,3599319
2;102;12;0,3532104
2;103;13;0,3552246
2;104;14;0,3650131
2;105;15;0,329628
2;106;16;0,4217224
2;107;17;0,2983322
2;108;18;0,3180161
2;109;19;0,3686752
2;110;20;0,3721771
2;111;21;0,3587418
2;112;22;0,3864059
2;113;23;0,3305588
2;114;24;0,2811432
2;115;25;0,3552551
2;116;26;0,3932724
2;117;27;0,4010086
2;118;28;0,3222885
2;119;29;0,3519058
2;120;30;0,5574951
2;121;31;0,3980637
2;122;32;0,6210785
2;123;33;0,5336227
2;124;34;0,8373337
2;125;35;0,4547501
2;126;36;0,3937149
2;127;37;0,3942947
2;128;38;0,4089127
2;129;39;0,4447174
2;130;40;0,3844681
2;131;41;0,4459381
2;132;42;0,3670883
2;133;43;0,4478149
2;134;44;0,4230804
