BlockID;Config;StopWatch;AccDistance;AccAngle
0;0;1.164.454;2.800.946;0
0;1;4.706.8;1.019.985;0
0;2;6.349.777;1.726.867;0
0;3;4.491.882;1.286.526;0
0;4;7.862.156;2.187.157;0
