BlockID;Frame;StopWatch;PosX;PosY;PosZ
0;0;0.01489449;-2.6051;0.1391;2.7560
0;1;0.04765701;-2.6557;0.0928;2.7560
0;2;0.07701492;-2.7139;0.0440;2.7526
0;3;0.1045876;-2.7637;0.0046;2.7526
0;4;0.1336117;-2.8057;-0.0323;2.7526
0;5;0.161665;-2.8288;-0.0529;2.7526
0;6;0.1884384;-2.8288;-0.0614;2.7526
0;7;0.2131405;-2.8288;-0.0623;2.7526
0;8;0.2396851;-2.8288;-0.0623;2.7526
0;9;0.2647858;-2.8288;-0.0623;2.7526
0;10;0.2919617;-2.8288;-0.0623;2.7526
0;11;0.3152409;-2.8288;-0.0623;2.7526
0;12;0.3399277;-2.8288;-0.0623;2.7526
0;13;0.3634396;-2.8288;-0.0623;2.7526
0;14;0.3875351;-2.8288;-0.0623;2.7526
0;15;0.4125843;-2.8288;-0.0623;2.7526
0;16;0.4368343;-2.8288;-0.0623;2.7526
0;17;0.4602928;-2.8271;-0.0623;2.7526
0;18;0.4860764;-2.8237;-0.0623;2.7526
0;19;0.5117149;-2.8202;-0.0623;2.7526
0;20;0.5368195;-2.8177;-0.0623;2.7526
0;21;0.5622711;-2.8142;-0.0623;2.7526
0;22;0.5876026;-2.8099;-0.0623;2.7526
0;23;0.6124401;-2.8057;-0.0623;2.7526
0;24;0.6379852;-2.7988;-0.0623;2.7526
0;25;0.6626263;-2.7911;-0.0623;2.7526
0;26;0.6882877;-2.7834;-0.0623;2.7526
0;27;0.7133961;-2.7757;-0.0623;2.7526
0;28;0.7389107;-2.7688;-0.0623;2.7526
0;29;0.7631912;-2.7679;-0.0623;2.7526
0;30;0.7896652;-2.7679;-0.0623;2.7526
0;31;0.8126869;-2.7679;-0.0623;2.7526
0;32;0.837225;-2.7679;-0.0623;2.7526
0;33;0.8609352;-2.7679;-0.0623;2.7526
0;34;0.8844872;-2.7679;-0.0623;2.7526
0;35;0.9083118;-2.7645;-0.0623;2.7526
0;36;0.9334526;-2.7602;-0.0623;2.7526
0;37;0.959549;-2.7585;-0.0623;2.7526
0;38;0.9838753;-2.7577;-0.0623;2.7526
0;39;1.009317;-2.7577;-0.0623;2.7526
0;40;1.030996;-2.7577;-0.0623;2.7526
0;41;1.060316;-2.7577;-0.0623;2.7526
0;42;1.085459;-2.7577;-0.0623;2.7526
0;43;1.143026;-2.7577;-0.0623;2.7526
0;44;1.197384;-2.7577;-0.0623;2.7526
0;45;1.222298;-2.7534;-0.0623;2.7526
