BlockID;TrialID;Config;StopWatch;AccDistance;AccAngle
0;0;6;3.36851;0.8493069;0
0;1;5;2.517664;0.7227257;0
0;2;3;2.660632;0.69288;0
0;3;2;2.750801;0.8550196;0
0;4;1;3.257616;1.011515;0
0;5;4;2.456123;0.7703547;0
0;6;0;3.712454;1.185419;0
1;7;4;3.083883;0.6256254;0
1;8;2;3.117954;0.7583682;0
1;9;0;2.698399;0.8957986;0
1;10;5;3.660641;1.289358;0
1;11;1;3.452732;0.7655789;0
1;12;3;2.74918;0.7019974;0
1;13;6;2.873928;1.15585;0
2;14;0;2.818893;0.7713039;0
2;15;5;2.6875;0.7526689;0
2;16;2;2.891403;0.7512268;0
2;17;1;2.647923;0.7704927;0
2;18;3;3.273777;1.075118;0
2;19;6;2.887314;1.07619;0
2;20;4;2.53418;1.086686;0
