BlockID;TrialID;Config;StopWatch;AccDistance;AccAngle
0;0;0;5.463657;0.5999236;0
0;1;5;4.396939;0.5261042;0
0;2;6;6.047092;0.4852382;0
0;3;1;6.672041;0.5555372;0
0;4;4;5.612572;0.476975;0
0;5;3;7.150593;0.4213989;0
0;6;2;4.870701;0.6356578;0
1;7;1;7.893715;0.4521036;0
1;8;2;5.81385;0.6811345;0
1;9;6;6.187321;0.6210987;0
1;10;5;5.509003;0.6207786;0
1;11;4;6.532539;0.542004;0
1;12;0;5.266212;0.6255706;0
1;13;3;5.727402;0.8057387;0
2;14;2;4.896851;0.375706;0
2;15;0;3.673813;0.329509;0
2;16;6;7.198265;0.6480592;0
2;17;4;5.167511;0.5428342;0
2;18;5;6.712685;0.6868828;0
2;19;1;4.668587;0.4094059;0
2;20;3;6.410759;0.4323515;0
