BlockID;TrialID;Config;DistanceFinal;PositionTargetX;PositionTargetY;PositionTargetZ;PositionFinalX;PositionFinalY;PositionFinalZ;RotationTarget;RotationFinal
0;0;0;0.2075;-2.4418;-0.8194;2.4270;-2.4673;-1.0251;2.4184;342.2139;342.2139
0;1;5;0.1342;2.2040;-0.9468;-1.6312;2.2529;-1.0555;-1.5695;58.38709;58.38709
0;2;6;0.0534;-0.6510;0.5367;3.1135;-0.6717;0.5403;3.0644;187.9491;187.9491
0;3;1;0.0634;1.3414;-0.7575;0.3822;1.3924;-0.7591;0.3445;334.6574;334.6574
0;4;4;0.0605;2.8300;-0.0313;0.4003;2.8501;-0.0501;0.3465;281.6633;281.6633
0;5;3;0.2506;-2.2193;-0.8285;-1.7743;-1.9698;-0.8056;-1.7794;111.6209;111.6209
0;6;2;0.0970;-0.9123;0.0558;2.8446;-0.8309;0.0053;2.8299;107.2551;107.2551
1;7;1;0.0926;0.9017;-1.2194;1.7455;0.9428;-1.3023;1.7403;322.6983;322.6983
1;8;2;0.0350;-1.1961;0.8433;2.4217;-1.2175;0.8167;2.4296;47.77813;47.77813
1;9;6;0.1517;2.0970;0.7614;0.5204;2.1131;0.6144;0.5540;250.4681;250.4681
1;10;5;0.0886;0.0555;0.0850;2.0495;0.1429;0.0993;2.0484;136.244;136.244
1;11;4;0.2402;-1.9087;0.9811;0.3957;-2.0041;0.7617;0.4170;306.1631;306.1631
1;12;0;0.2944;-1.5032;-0.2540;-2.7411;-1.4137;0.0246;-2.7085;65.7933;65.7933
1;13;3;0.0706;-2.5912;1.0471;-1.1048;-2.5590;1.0726;-1.0474;226.956;226.956
2;14;2;0.1186;2.7960;0.7443;1.8603;2.9091;0.7795;1.8548;236.257;236.257
2;15;0;0.1905;-2.3148;-1.2693;0.7164;-2.1805;-1.3109;0.5878;159.4348;159.4348
2;16;6;0.1416;0.1278;-0.2651;1.3285;0.2021;-0.3541;1.4098;357.601;357.601
2;17;4;0.2283;-1.9278;0.5401;2.6780;-2.0574;0.3532;2.6577;258.7821;258.7821
2;18;5;0.1198;2.1664;-1.2095;2.1905;2.2710;-1.1511;2.1876;98.86079;98.86079
2;19;1;0.2812;-0.2249;-0.6558;1.6075;-0.0944;-0.8815;1.5020;111.7975;111.7975
2;20;3;0.2853;-0.3894;0.5188;-2.1974;-0.4567;0.2447;-2.2394;218.0513;218.0513
