0;0;0.01511574;2.6873;0.1320;-1.7760
0;1;0.03627968;2.6873;0.1320;-1.7760
0;2;0.0520134;2.6873;0.1320;-1.7760
0;3;0.06834412;2.6873;0.1320;-1.7760
0;4;0.08495522;2.6873;0.1320;-1.7760
0;5;0.1017933;2.6873;0.1320;-1.7760
0;6;0.1184578;2.6873;0.1320;-1.7760
0;7;0.1340446;2.6873;0.1320;-1.7760
0;8;0.1513119;2.6873;0.1320;-1.7760
0;9;0.1690617;2.6873;0.1320;-1.7760
0;10;0.185009;2.6873;0.1320;-1.7760
0;11;0.2014256;2.6873;0.1320;-1.7760
0;12;0.2167568;2.6873;0.1320;-1.7760
0;13;0.2332573;2.6873;0.1320;-1.7760
0;14;0.2499599;2.6873;0.1320;-1.7760
0;15;0.2667751;2.6873;0.1320;-1.7760
0;16;0.283535;2.6873;0.1320;-1.7760
0;17;0.3017139;2.6873;0.1320;-1.7760
0;18;0.3178425;2.6873;0.1320;-1.7760
0;19;0.3346844;2.6873;0.1320;-1.7760
0;20;0.350029;2.6873;0.1320;-1.7760
0;21;0.3666248;2.6873;0.1320;-1.7760
0;22;0.3829823;2.6873;0.1320;-1.7760
0;23;0.3987064;2.6873;0.1320;-1.7760
0;24;0.4154835;2.6873;0.1320;-1.7760
0;25;0.4324703;2.6873;0.1320;-1.7760
0;26;0.4489136;2.6873;0.1320;-1.7760
0;27;0.4660549;2.6873;0.1320;-1.7760
0;28;0.4820461;2.6873;0.1320;-1.7760
0;29;0.4984875;2.6873;0.1320;-1.7760
0;30;0.5158882;2.6873;0.1320;-1.7760
0;31;0.5324402;2.6873;0.1320;-1.7760
0;32;0.550705;2.6873;0.1320;-1.7760
0;33;0.5662651;2.6873;0.1320;-1.7760
0;34;0.5822563;2.6873;0.1320;-1.7760
0;35;0.5998516;2.6873;0.1320;-1.7760
0;36;0.6164074;2.6873;0.1320;-1.7760
0;37;0.6319504;2.6873;0.1320;-1.7760
0;38;0.6486206;2.6873;0.1320;-1.7760
0;39;0.6662025;2.6873;0.1320;-1.7760
0;40;0.6817188;2.6873;0.1320;-1.7760
0;41;0.6994457;2.6873;0.1320;-1.7760
0;42;0.7148457;2.6873;0.1320;-1.7760
0;43;0.7320557;2.6873;0.1320;-1.7760
0;44;0.7490101;2.6873;0.1320;-1.7760
0;45;0.7638035;2.6873;0.1320;-1.7760
0;46;0.7805557;2.6873;0.1320;-1.7760
