BlockID;TrialID;Config;StopWatch
0;0;1;3.450203
0;1;0;1.812778
0;2;2;1.195694
1;3;0;3.278267
1;4;2;5.909481
1;5;1;1.324173
2;6;1;2.71032
2;7;2;22.36923
2;8;0;4.606079
3;9;0;2.046631
3;10;1;1.033066
3;11;2;2.280624
4;12;1;4.087959
4;13;2;9.557793
4;14;0;2.244347
5;15;0;6.310677
5;16;2;6.824097
5;17;1;0.9280472
6;18;2;1.426025
6;19;1;1.175682
6;20;0;0.3935471
7;21;0;2.325119
7;22;2;6.111778
7;23;1;1.671303
8;24;2;3.689972
8;25;1;3.051323
8;26;0;1.554451
9;27;2;4.98748
9;28;1;1.933441
9;29;0;4.388931
10;30;0;3.735321
10;31;2;6.064911
10;32;1;0.8772888
11;33;0;1.652802
11;34;2;2.545731
11;35;1;0.6994019
12;36;2;0.9173126
12;37;0;1.789444
12;38;1;0.9047089
13;39;0;1.286575
13;40;1;1.10817
13;41;2;6.11557
14;42;0;0.8839569
14;43;2;1.297501
14;44;1;1.664703
15;45;2;1.774429
15;46;0;1.243835
15;47;1;1.509705
16;48;2;3.314407
16;49;1;1.156174
16;50;0;2.0504
17;51;1;2.399673
17;52;0;4.055603
17;53;2;4.475861
18;54;1;0.8899689
18;55;0;2.889923
18;56;2;2.620773
19;57;1;2.799591
19;58;2;2.997055
19;59;0;1.685959
